timestamp, clocks.current.sm [MHz], clocks.current.memory [MHz], power.draw [W], temperature.gpu, utilization.gpu [%], memory.used [MiB]
2026/08/03 02:17:17.097, 2542 MHz, 13801 MHz, 73.41 W, 32, 0 %, 2641 MiB
2026/08/03 02:17:22.099, 2542 MHz, 13801 MHz, 74.85 W, 32, 0 %, 1730 MiB
2026/08/03 02:17:27.102, 2557 MHz, 13801 MHz, 73.71 W, 32, 1 %, 2277 MiB
2026/08/03 02:17:32.103, 2557 MHz, 13801 MHz, 73.01 W, 32, 0 %, 2281 MiB
2026/08/03 02:17:37.105, 2542 MHz, 13801 MHz, 71.93 W, 32, 0 %, 2663 MiB
2026/08/03 02:17:42.105, 2542 MHz, 13801 MHz, 72.14 W, 32, 0 %, 2663 MiB
2026/08/03 02:17:47.108, 2542 MHz, 13801 MHz, 70.96 W, 32, 0 %, 2663 MiB
2026/08/03 02:17:52.109, 2542 MHz, 13801 MHz, 74.02 W, 32, 0 %, 2663 MiB
2026/08/03 02:17:57.110, 2542 MHz, 13801 MHz, 71.91 W, 32, 0 %, 2671 MiB
2026/08/03 02:18:02.112, 2565 MHz, 13801 MHz, 72.94 W, 32, 0 %, 2277 MiB
2026/08/03 02:18:07.113, 2550 MHz, 13801 MHz, 74.43 W, 32, 0 %, 2281 MiB
2026/08/03 02:18:12.113, 2542 MHz, 13801 MHz, 71.64 W, 32, 0 %, 2641 MiB
2026/08/03 02:18:17.114, 2542 MHz, 13801 MHz, 72.93 W, 32, 0 %, 2269 MiB
2026/08/03 02:18:22.115, 2550 MHz, 13801 MHz, 74.22 W, 32, 0 %, 2281 MiB
2026/08/03 02:18:27.117, 2542 MHz, 13801 MHz, 76.72 W, 32, 0 %, 2641 MiB
2026/08/03 02:18:32.118, 2542 MHz, 13801 MHz, 72.37 W, 32, 0 %, 1730 MiB
2026/08/03 02:18:37.119, 2550 MHz, 13801 MHz, 75.18 W, 32, 0 %, 2279 MiB
2026/08/03 02:18:42.120, 2542 MHz, 13801 MHz, 75.14 W, 32, 0 %, 2641 MiB
2026/08/03 02:18:47.121, 2542 MHz, 13801 MHz, 71.11 W, 32, 0 %, 2663 MiB
2026/08/03 02:18:52.123, 2550 MHz, 13801 MHz, 73.83 W, 32, 0 %, 2663 MiB
2026/08/03 02:18:57.128, 2542 MHz, 13801 MHz, 72.29 W, 32, 0 %, 2663 MiB
2026/08/03 02:19:02.129, 2542 MHz, 13801 MHz, 72.59 W, 32, 0 %, 2663 MiB
2026/08/03 02:19:07.130, 2542 MHz, 13801 MHz, 72.65 W, 32, 0 %, 2663 MiB
2026/08/03 02:19:12.131, 2542 MHz, 13801 MHz, 71.71 W, 32, 0 %, 2261 MiB
2026/08/03 02:19:17.132, 2655 MHz, 13801 MHz, 75.39 W, 32, 0 %, 2279 MiB
2026/08/03 02:19:22.133, 2542 MHz, 13801 MHz, 73.26 W, 32, 0 %, 2353 MiB
2026/08/03 02:19:27.134, 2542 MHz, 13801 MHz, 74.31 W, 32, 0 %, 2663 MiB
2026/08/03 02:19:32.135, 2565 MHz, 13801 MHz, 72.79 W, 32, 0 %, 2277 MiB
2026/08/03 02:19:37.135, 2587 MHz, 13801 MHz, 74.65 W, 32, 0 %, 2281 MiB
2026/08/03 02:19:42.136, 2550 MHz, 13801 MHz, 70.88 W, 32, 0 %, 2663 MiB
2026/08/03 02:19:47.137, 2542 MHz, 13801 MHz, 72.12 W, 32, 0 %, 2663 MiB
2026/08/03 02:19:52.138, 2542 MHz, 13801 MHz, 71.97 W, 32, 0 %, 2663 MiB
2026/08/03 02:19:57.140, 2542 MHz, 13801 MHz, 72.44 W, 32, 0 %, 2663 MiB
2026/08/03 02:20:02.140, 2542 MHz, 13801 MHz, 72.01 W, 32, 0 %, 2663 MiB
2026/08/03 02:20:07.140, 2542 MHz, 13801 MHz, 71.32 W, 32, 0 %, 1730 MiB
2026/08/03 02:20:12.141, 2542 MHz, 13801 MHz, 71.39 W, 32, 0 %, 1730 MiB
2026/08/03 02:20:17.142, 2542 MHz, 13801 MHz, 70.73 W, 32, 0 %, 1730 MiB
2026/08/03 02:20:22.142, 2550 MHz, 13801 MHz, 71.92 W, 32, 0 %, 1730 MiB
2026/08/03 02:20:27.143, 2542 MHz, 13801 MHz, 69.83 W, 32, 0 %, 1730 MiB
2026/08/03 02:20:32.144, 2542 MHz, 13801 MHz, 71.15 W, 32, 0 %, 1730 MiB
2026/08/03 02:20:37.144, 2542 MHz, 13801 MHz, 72.02 W, 32, 0 %, 1730 MiB
2026/08/03 02:20:42.145, 2542 MHz, 13801 MHz, 70.33 W, 32, 0 %, 1730 MiB
2026/08/03 02:20:47.145, 2542 MHz, 13801 MHz, 72.09 W, 32, 0 %, 1730 MiB
2026/08/03 02:20:52.146, 2542 MHz, 13801 MHz, 71.29 W, 31, 0 %, 1730 MiB
2026/08/03 02:20:57.146, 2542 MHz, 13801 MHz, 70.07 W, 31, 0 %, 1730 MiB
2026/08/03 02:21:02.147, 2542 MHz, 13801 MHz, 71.26 W, 31, 0 %, 1730 MiB
2026/08/03 02:21:07.147, 2550 MHz, 13801 MHz, 71.34 W, 31, 0 %, 2271 MiB
2026/08/03 02:21:12.148, 2542 MHz, 13801 MHz, 69.56 W, 31, 0 %, 2285 MiB
2026/08/03 02:21:17.148, 2542 MHz, 13801 MHz, 71.08 W, 31, 0 %, 2287 MiB
2026/08/03 02:21:22.148, 2542 MHz, 13801 MHz, 69.78 W, 31, 0 %, 2287 MiB
2026/08/03 02:21:27.149, 2542 MHz, 13801 MHz, 69.65 W, 31, 0 %, 2287 MiB
2026/08/03 02:21:32.149, 2542 MHz, 13801 MHz, 72.21 W, 31, 0 %, 2287 MiB
2026/08/03 02:21:37.150, 2550 MHz, 13801 MHz, 70.07 W, 31, 0 %, 2287 MiB
2026/08/03 02:21:42.151, 2542 MHz, 13801 MHz, 70.52 W, 31, 0 %, 2289 MiB
2026/08/03 02:21:47.152, 2550 MHz, 13801 MHz, 71.62 W, 31, 0 %, 2287 MiB
2026/08/03 02:21:52.153, 2542 MHz, 13801 MHz, 70.19 W, 31, 0 %, 2287 MiB
2026/08/03 02:21:57.153, 2542 MHz, 13801 MHz, 70.71 W, 31, 0 %, 2287 MiB
2026/08/03 02:22:02.154, 2542 MHz, 13801 MHz, 72.18 W, 31, 0 %, 2287 MiB
2026/08/03 02:22:07.155, 2542 MHz, 13801 MHz, 70.09 W, 31, 0 %, 2289 MiB
2026/08/03 02:22:12.156, 2550 MHz, 13801 MHz, 70.17 W, 31, 0 %, 2287 MiB
2026/08/03 02:22:17.157, 2542 MHz, 13801 MHz, 72.76 W, 31, 0 %, 2287 MiB
2026/08/03 02:22:22.157, 2542 MHz, 13801 MHz, 70.12 W, 31, 0 %, 2287 MiB
2026/08/03 02:22:27.159, 2542 MHz, 13801 MHz, 70.92 W, 31, 0 %, 2287 MiB
2026/08/03 02:22:32.159, 2557 MHz, 13801 MHz, 71.67 W, 31, 1 %, 2289 MiB
2026/08/03 02:22:37.162, 2550 MHz, 13801 MHz, 70.72 W, 31, 0 %, 2287 MiB
2026/08/03 02:22:42.163, 2580 MHz, 13801 MHz, 72.37 W, 32, 9 %, 2289 MiB
2026/08/03 02:22:47.164, 2565 MHz, 13801 MHz, 74.53 W, 32, 0 %, 2289 MiB
2026/08/03 02:22:52.165, 2557 MHz, 13801 MHz, 71.80 W, 31, 0 %, 2289 MiB
2026/08/03 02:22:57.169, 2550 MHz, 13801 MHz, 70.28 W, 31, 0 %, 2289 MiB
2026/08/03 02:23:02.170, 2542 MHz, 13801 MHz, 71.16 W, 31, 0 %, 2289 MiB
2026/08/03 02:23:07.171, 2542 MHz, 13801 MHz, 69.82 W, 31, 0 %, 2289 MiB
2026/08/03 02:23:12.178, 2550 MHz, 13801 MHz, 71.51 W, 31, 0 %, 2289 MiB
2026/08/03 02:23:17.179, 2542 MHz, 13801 MHz, 70.97 W, 31, 0 %, 2289 MiB
2026/08/03 02:23:22.180, 2542 MHz, 13801 MHz, 70.30 W, 32, 0 %, 2289 MiB
2026/08/03 02:23:27.182, 2587 MHz, 13801 MHz, 83.06 W, 32, 1 %, 2487 MiB
2026/08/03 02:23:32.182, 2542 MHz, 13801 MHz, 70.28 W, 32, 0 %, 2289 MiB
2026/08/03 02:23:37.183, 2542 MHz, 13801 MHz, 70.61 W, 32, 0 %, 2289 MiB
2026/08/03 02:23:42.184, 2550 MHz, 13801 MHz, 70.07 W, 32, 1 %, 2289 MiB
2026/08/03 02:23:47.186, 2542 MHz, 13801 MHz, 71.29 W, 31, 0 %, 2289 MiB
2026/08/03 02:23:52.187, 2542 MHz, 13801 MHz, 69.68 W, 32, 0 %, 2289 MiB
2026/08/03 02:23:57.187, 2542 MHz, 13801 MHz, 70.80 W, 32, 0 %, 2363 MiB
2026/08/03 02:24:02.189, 2572 MHz, 13801 MHz, 74.29 W, 32, 2 %, 2363 MiB
2026/08/03 02:24:07.189, 2542 MHz, 13801 MHz, 69.48 W, 32, 0 %, 2363 MiB
2026/08/03 02:24:12.190, 2542 MHz, 13801 MHz, 72.32 W, 32, 1 %, 2363 MiB
2026/08/03 02:24:17.190, 2595 MHz, 13801 MHz, 72.79 W, 32, 8 %, 2363 MiB
2026/08/03 02:24:22.191, 2542 MHz, 13801 MHz, 71.19 W, 31, 0 %, 2363 MiB
2026/08/03 02:24:27.192, 2542 MHz, 13801 MHz, 70.99 W, 31, 0 %, 2363 MiB
2026/08/03 02:24:32.193, 2550 MHz, 13801 MHz, 70.33 W, 32, 1 %, 2363 MiB
2026/08/03 02:24:37.194, 2542 MHz, 13801 MHz, 69.80 W, 32, 0 %, 2363 MiB
2026/08/03 02:24:42.195, 2542 MHz, 13801 MHz, 71.01 W, 32, 0 %, 2363 MiB
2026/08/03 02:24:47.195, 2542 MHz, 13801 MHz, 69.26 W, 32, 0 %, 2363 MiB
2026/08/03 02:24:52.195, 2550 MHz, 13801 MHz, 68.34 W, 32, 0 %, 2363 MiB
2026/08/03 02:24:57.198, 2542 MHz, 13801 MHz, 71.83 W, 32, 0 %, 2363 MiB
2026/08/03 02:25:02.199, 2542 MHz, 13801 MHz, 70.26 W, 31, 0 %, 2363 MiB
2026/08/03 02:25:07.200, 2542 MHz, 13801 MHz, 70.60 W, 31, 0 %, 2363 MiB
2026/08/03 02:25:12.202, 2542 MHz, 13801 MHz, 70.69 W, 32, 0 %, 2363 MiB
2026/08/03 02:25:17.203, 2557 MHz, 13801 MHz, 71.37 W, 32, 0 %, 2363 MiB
2026/08/03 02:25:22.204, 2542 MHz, 13801 MHz, 71.28 W, 32, 0 %, 2363 MiB
2026/08/03 02:25:27.204, 2542 MHz, 13801 MHz, 70.37 W, 32, 0 %, 2363 MiB
2026/08/03 02:25:32.205, 2542 MHz, 13801 MHz, 70.04 W, 32, 0 %, 2363 MiB
2026/08/03 02:25:37.211, 2542 MHz, 13801 MHz, 70.49 W, 31, 0 %, 2363 MiB
2026/08/03 02:25:42.212, 2550 MHz, 13801 MHz, 72.44 W, 31, 0 %, 2363 MiB
2026/08/03 02:25:47.212, 2542 MHz, 13801 MHz, 70.47 W, 31, 0 %, 2363 MiB
2026/08/03 02:25:52.212, 2542 MHz, 13801 MHz, 71.38 W, 32, 0 %, 2363 MiB
2026/08/03 02:25:57.214, 2542 MHz, 13801 MHz, 71.30 W, 32, 0 %, 2363 MiB
2026/08/03 02:26:02.216, 2550 MHz, 13801 MHz, 69.80 W, 32, 0 %, 2363 MiB
2026/08/03 02:26:07.216, 2550 MHz, 13801 MHz, 72.57 W, 32, 1 %, 2363 MiB
2026/08/03 02:26:12.217, 2542 MHz, 13801 MHz, 70.00 W, 31, 0 %, 2363 MiB
2026/08/03 02:26:17.217, 2550 MHz, 13801 MHz, 69.37 W, 31, 0 %, 2363 MiB
2026/08/03 02:26:22.218, 2542 MHz, 13801 MHz, 70.81 W, 31, 0 %, 2363 MiB
2026/08/03 02:26:27.219, 2542 MHz, 13801 MHz, 70.77 W, 31, 0 %, 2363 MiB
2026/08/03 02:26:32.219, 2542 MHz, 13801 MHz, 69.74 W, 31, 0 %, 2363 MiB
2026/08/03 02:26:37.220, 2550 MHz, 13801 MHz, 70.90 W, 31, 0 %, 2363 MiB
2026/08/03 02:26:42.220, 2542 MHz, 13801 MHz, 70.96 W, 31, 0 %, 2363 MiB
2026/08/03 02:26:47.220, 2557 MHz, 13801 MHz, 70.90 W, 31, 0 %, 2363 MiB
2026/08/03 02:26:52.221, 2587 MHz, 13801 MHz, 73.41 W, 31, 2 %, 2363 MiB
2026/08/03 02:26:57.221, 2557 MHz, 13801 MHz, 74.85 W, 31, 0 %, 2363 MiB
2026/08/03 02:27:02.222, 2542 MHz, 13801 MHz, 70.34 W, 31, 0 %, 2363 MiB
2026/08/03 02:27:07.223, 2542 MHz, 13801 MHz, 71.35 W, 31, 0 %, 2363 MiB
2026/08/03 02:27:12.223, 2542 MHz, 13801 MHz, 70.49 W, 31, 0 %, 2363 MiB
2026/08/03 02:27:17.223, 2542 MHz, 13801 MHz, 69.34 W, 31, 0 %, 2363 MiB
2026/08/03 02:27:22.225, 2542 MHz, 13801 MHz, 72.19 W, 31, 0 %, 2363 MiB
2026/08/03 02:27:27.226, 2542 MHz, 13801 MHz, 71.61 W, 31, 0 %, 2363 MiB
2026/08/03 02:27:32.226, 2542 MHz, 13801 MHz, 69.78 W, 31, 0 %, 2363 MiB
2026/08/03 02:27:37.227, 2542 MHz, 13801 MHz, 72.69 W, 31, 0 %, 2363 MiB
2026/08/03 02:27:42.228, 2542 MHz, 13801 MHz, 70.21 W, 31, 0 %, 2363 MiB
2026/08/03 02:27:47.229, 2542 MHz, 13801 MHz, 71.84 W, 31, 0 %, 2363 MiB
2026/08/03 02:27:52.229, 2542 MHz, 13801 MHz, 72.63 W, 31, 0 %, 1730 MiB
2026/08/03 02:27:57.230, 2542 MHz, 13801 MHz, 69.75 W, 31, 0 %, 1730 MiB
2026/08/03 02:28:02.230, 2542 MHz, 13801 MHz, 70.22 W, 31, 0 %, 1730 MiB
2026/08/03 02:28:07.231, 2542 MHz, 13801 MHz, 71.31 W, 31, 0 %, 1730 MiB
2026/08/03 02:28:12.231, 2542 MHz, 13801 MHz, 70.59 W, 31, 1 %, 1730 MiB
2026/08/03 02:28:17.232, 2542 MHz, 13801 MHz, 70.87 W, 31, 0 %, 2267 MiB
2026/08/03 02:28:22.232, 2542 MHz, 13801 MHz, 72.96 W, 31, 0 %, 2269 MiB
2026/08/03 02:28:27.233, 2542 MHz, 13801 MHz, 71.35 W, 31, 0 %, 1730 MiB
2026/08/03 02:28:32.233, 2542 MHz, 13801 MHz, 71.81 W, 31, 0 %, 1730 MiB
2026/08/03 02:28:37.234, 2542 MHz, 13801 MHz, 71.69 W, 31, 0 %, 1730 MiB
2026/08/03 02:28:42.234, 2550 MHz, 13801 MHz, 71.21 W, 31, 0 %, 1730 MiB
2026/08/03 02:28:47.235, 2542 MHz, 13801 MHz, 72.39 W, 31, 0 %, 1730 MiB
2026/08/03 02:28:52.235, 2542 MHz, 13801 MHz, 71.35 W, 31, 0 %, 1730 MiB
2026/08/03 02:28:57.236, 2542 MHz, 13801 MHz, 70.14 W, 31, 0 %, 2233 MiB
2026/08/03 02:29:02.236, 2542 MHz, 13801 MHz, 70.43 W, 31, 0 %, 1730 MiB
2026/08/03 02:29:07.237, 2542 MHz, 13801 MHz, 71.85 W, 31, 0 %, 1730 MiB
2026/08/03 02:29:12.238, 2542 MHz, 13801 MHz, 69.44 W, 31, 0 %, 1730 MiB
2026/08/03 02:29:17.239, 2542 MHz, 13801 MHz, 71.36 W, 31, 0 %, 1730 MiB
2026/08/03 02:29:22.240, 2550 MHz, 13801 MHz, 70.43 W, 31, 0 %, 1730 MiB
2026/08/03 02:29:27.249, 2542 MHz, 13801 MHz, 70.18 W, 31, 0 %, 1730 MiB
2026/08/03 02:29:32.249, 2542 MHz, 13801 MHz, 72.37 W, 31, 0 %, 1730 MiB
2026/08/03 02:29:37.250, 2542 MHz, 13801 MHz, 71.43 W, 31, 0 %, 1730 MiB
2026/08/03 02:29:42.250, 2542 MHz, 13801 MHz, 70.81 W, 31, 0 %, 1730 MiB
2026/08/03 02:29:47.251, 2542 MHz, 13801 MHz, 71.80 W, 31, 0 %, 1730 MiB
2026/08/03 02:29:52.251, 2542 MHz, 13801 MHz, 71.64 W, 31, 0 %, 1730 MiB
2026/08/03 02:29:57.252, 2542 MHz, 13801 MHz, 69.75 W, 31, 0 %, 1730 MiB
2026/08/03 02:30:02.253, 2542 MHz, 13801 MHz, 72.46 W, 31, 0 %, 1730 MiB
2026/08/03 02:30:07.254, 2542 MHz, 13801 MHz, 71.32 W, 31, 0 %, 1730 MiB
2026/08/03 02:30:12.254, 2542 MHz, 13801 MHz, 70.62 W, 31, 0 %, 1730 MiB
2026/08/03 02:30:17.255, 2550 MHz, 13801 MHz, 73.19 W, 31, 1 %, 1730 MiB
2026/08/03 02:30:22.255, 2550 MHz, 13801 MHz, 71.66 W, 31, 0 %, 1730 MiB
2026/08/03 02:30:27.256, 2542 MHz, 13801 MHz, 71.46 W, 31, 0 %, 1730 MiB
2026/08/03 02:30:32.256, 2542 MHz, 13801 MHz, 70.89 W, 31, 0 %, 1730 MiB
2026/08/03 02:30:37.256, 2542 MHz, 13801 MHz, 71.03 W, 31, 0 %, 1730 MiB
2026/08/03 02:30:42.257, 2542 MHz, 13801 MHz, 70.57 W, 31, 0 %, 1730 MiB
2026/08/03 02:30:47.257, 2542 MHz, 13801 MHz, 71.80 W, 31, 0 %, 1730 MiB
2026/08/03 02:30:52.258, 2542 MHz, 13801 MHz, 69.94 W, 31, 0 %, 1730 MiB
2026/08/03 02:30:57.258, 2550 MHz, 13801 MHz, 71.43 W, 31, 0 %, 1730 MiB
2026/08/03 02:31:02.259, 2542 MHz, 13801 MHz, 72.07 W, 31, 0 %, 1730 MiB
2026/08/03 02:31:07.259, 2550 MHz, 13801 MHz, 69.98 W, 31, 1 %, 1730 MiB
2026/08/03 02:31:12.259, 2542 MHz, 13801 MHz, 70.37 W, 31, 0 %, 1730 MiB
2026/08/03 02:31:17.260, 2542 MHz, 13801 MHz, 70.47 W, 31, 0 %, 1730 MiB
2026/08/03 02:31:22.260, 2542 MHz, 13801 MHz, 70.78 W, 31, 0 %, 1730 MiB
2026/08/03 02:31:27.261, 2542 MHz, 13801 MHz, 70.66 W, 31, 0 %, 1730 MiB
2026/08/03 02:31:32.261, 2550 MHz, 13801 MHz, 71.36 W, 31, 0 %, 1730 MiB
2026/08/03 02:31:37.262, 2542 MHz, 13801 MHz, 69.97 W, 31, 0 %, 1730 MiB
2026/08/03 02:31:42.262, 2542 MHz, 13801 MHz, 69.09 W, 31, 0 %, 1730 MiB
2026/08/03 02:31:47.263, 2550 MHz, 13801 MHz, 70.53 W, 31, 0 %, 1730 MiB
2026/08/03 02:31:52.263, 2542 MHz, 13801 MHz, 69.22 W, 31, 0 %, 1730 MiB
2026/08/03 02:31:57.263, 2542 MHz, 13801 MHz, 69.36 W, 31, 0 %, 1730 MiB
2026/08/03 02:32:02.264, 2542 MHz, 13801 MHz, 70.45 W, 31, 0 %, 1730 MiB
2026/08/03 02:32:07.264, 2542 MHz, 13801 MHz, 69.58 W, 31, 0 %, 1730 MiB
2026/08/03 02:32:12.265, 2542 MHz, 13801 MHz, 71.44 W, 31, 0 %, 1730 MiB
2026/08/03 02:32:17.265, 2542 MHz, 13801 MHz, 71.07 W, 31, 0 %, 1730 MiB
2026/08/03 02:32:22.266, 2542 MHz, 13801 MHz, 70.21 W, 31, 0 %, 1730 MiB
2026/08/03 02:32:27.266, 2542 MHz, 13801 MHz, 70.33 W, 31, 0 %, 1730 MiB
2026/08/03 02:32:32.266, 2542 MHz, 13801 MHz, 71.68 W, 31, 0 %, 1730 MiB
2026/08/03 02:32:37.267, 2542 MHz, 13801 MHz, 70.04 W, 31, 0 %, 1730 MiB
2026/08/03 02:32:42.267, 2542 MHz, 13801 MHz, 72.13 W, 31, 0 %, 1730 MiB
2026/08/03 02:32:47.268, 2542 MHz, 13801 MHz, 71.16 W, 31, 0 %, 1730 MiB
2026/08/03 02:32:52.268, 2542 MHz, 13801 MHz, 70.38 W, 31, 0 %, 1730 MiB
2026/08/03 02:32:57.269, 2542 MHz, 13801 MHz, 73.08 W, 31, 0 %, 1730 MiB
2026/08/03 02:33:02.269, 2542 MHz, 13801 MHz, 70.75 W, 31, 0 %, 1730 MiB
2026/08/03 02:33:07.270, 2550 MHz, 13801 MHz, 71.63 W, 31, 1 %, 1730 MiB
2026/08/03 02:33:12.270, 2542 MHz, 13801 MHz, 71.00 W, 31, 0 %, 1730 MiB
2026/08/03 02:33:17.270, 2542 MHz, 13801 MHz, 70.77 W, 31, 0 %, 1730 MiB
2026/08/03 02:33:22.271, 2542 MHz, 13801 MHz, 69.77 W, 31, 0 %, 1730 MiB
2026/08/03 02:33:27.271, 2542 MHz, 13801 MHz, 70.53 W, 31, 0 %, 1730 MiB
2026/08/03 02:33:32.272, 2542 MHz, 13801 MHz, 69.11 W, 31, 0 %, 1730 MiB
2026/08/03 02:33:37.272, 2542 MHz, 13801 MHz, 69.35 W, 31, 0 %, 1730 MiB
2026/08/03 02:33:42.273, 2550 MHz, 13801 MHz, 70.46 W, 31, 1 %, 1730 MiB
2026/08/03 02:33:47.273, 2542 MHz, 13801 MHz, 69.11 W, 31, 0 %, 1730 MiB
2026/08/03 02:33:52.273, 2550 MHz, 13801 MHz, 70.29 W, 31, 0 %, 1730 MiB
2026/08/03 02:33:57.274, 2542 MHz, 13801 MHz, 70.64 W, 31, 0 %, 1730 MiB
2026/08/03 02:34:02.274, 2542 MHz, 13801 MHz, 70.90 W, 31, 0 %, 1730 MiB
2026/08/03 02:34:07.275, 2542 MHz, 13801 MHz, 69.84 W, 31, 0 %, 1730 MiB
2026/08/03 02:34:12.275, 2542 MHz, 13801 MHz, 69.77 W, 31, 0 %, 1730 MiB
2026/08/03 02:34:17.276, 2542 MHz, 13801 MHz, 69.61 W, 31, 0 %, 1730 MiB
2026/08/03 02:34:22.277, 2550 MHz, 13801 MHz, 69.23 W, 31, 1 %, 1730 MiB
2026/08/03 02:34:27.278, 2542 MHz, 13801 MHz, 71.42 W, 31, 0 %, 1730 MiB
2026/08/03 02:34:32.279, 2542 MHz, 13801 MHz, 69.48 W, 31, 0 %, 1730 MiB
2026/08/03 02:34:37.279, 2542 MHz, 13801 MHz, 71.89 W, 31, 0 %, 1730 MiB
2026/08/03 02:34:42.280, 2542 MHz, 13801 MHz, 70.55 W, 31, 0 %, 1730 MiB
2026/08/03 02:34:47.280, 2542 MHz, 13801 MHz, 69.65 W, 31, 0 %, 1730 MiB
2026/08/03 02:34:52.281, 2542 MHz, 13801 MHz, 70.35 W, 31, 0 %, 1730 MiB
2026/08/03 02:34:57.283, 2550 MHz, 13801 MHz, 70.63 W, 31, 1 %, 1730 MiB
2026/08/03 02:35:02.285, 2542 MHz, 13801 MHz, 69.82 W, 31, 0 %, 1730 MiB
2026/08/03 02:35:07.287, 2542 MHz, 13801 MHz, 69.94 W, 31, 0 %, 1730 MiB
2026/08/03 02:35:12.288, 2542 MHz, 13801 MHz, 70.91 W, 31, 0 %, 1730 MiB
2026/08/03 02:35:17.289, 2542 MHz, 13801 MHz, 69.26 W, 31, 0 %, 1730 MiB
2026/08/03 02:35:22.299, 2542 MHz, 13801 MHz, 71.14 W, 31, 0 %, 1730 MiB
2026/08/03 02:35:27.303, 2542 MHz, 13801 MHz, 70.49 W, 31, 0 %, 1730 MiB
2026/08/03 02:35:32.304, 2542 MHz, 13801 MHz, 70.47 W, 31, 0 %, 1730 MiB
2026/08/03 02:35:37.305, 2542 MHz, 13801 MHz, 71.70 W, 31, 0 %, 1730 MiB
2026/08/03 02:35:42.306, 2542 MHz, 13801 MHz, 69.98 W, 31, 0 %, 1730 MiB
2026/08/03 02:35:47.307, 2542 MHz, 13801 MHz, 69.04 W, 31, 0 %, 1730 MiB
2026/08/03 02:35:52.307, 2542 MHz, 13801 MHz, 70.62 W, 31, 0 %, 1730 MiB
2026/08/03 02:35:57.308, 2542 MHz, 13801 MHz, 70.74 W, 31, 0 %, 1730 MiB
2026/08/03 02:36:02.309, 2542 MHz, 13801 MHz, 68.43 W, 31, 0 %, 1730 MiB
2026/08/03 02:36:07.310, 2542 MHz, 13801 MHz, 70.43 W, 31, 0 %, 1730 MiB
2026/08/03 02:36:12.311, 2542 MHz, 13801 MHz, 68.78 W, 31, 0 %, 1730 MiB
2026/08/03 02:36:17.312, 2542 MHz, 13801 MHz, 68.97 W, 31, 0 %, 1730 MiB
2026/08/03 02:36:22.312, 2542 MHz, 13801 MHz, 72.27 W, 31, 0 %, 1730 MiB
2026/08/03 02:36:27.313, 2542 MHz, 13801 MHz, 69.93 W, 31, 0 %, 1730 MiB
2026/08/03 02:36:32.315, 2542 MHz, 13801 MHz, 69.99 W, 31, 0 %, 1730 MiB
2026/08/03 02:36:37.316, 2550 MHz, 13801 MHz, 70.94 W, 31, 0 %, 1730 MiB
2026/08/03 02:36:42.316, 2542 MHz, 13801 MHz, 69.93 W, 31, 0 %, 1730 MiB
2026/08/03 02:36:47.317, 2542 MHz, 13801 MHz, 69.68 W, 31, 0 %, 1730 MiB
2026/08/03 02:36:52.317, 2542 MHz, 13801 MHz, 69.83 W, 31, 0 %, 1730 MiB
2026/08/03 02:36:57.318, 2542 MHz, 13801 MHz, 68.70 W, 31, 0 %, 1730 MiB
2026/08/03 02:37:02.318, 2542 MHz, 13801 MHz, 68.27 W, 31, 0 %, 1730 MiB
2026/08/03 02:37:07.319, 2542 MHz, 13801 MHz, 70.86 W, 31, 0 %, 1730 MiB
2026/08/03 02:37:12.319, 2542 MHz, 13801 MHz, 71.33 W, 31, 0 %, 1730 MiB
2026/08/03 02:37:17.320, 2542 MHz, 13801 MHz, 70.84 W, 31, 0 %, 1730 MiB
2026/08/03 02:37:22.321, 2542 MHz, 13801 MHz, 71.66 W, 31, 0 %, 1730 MiB
2026/08/03 02:37:27.321, 2542 MHz, 13801 MHz, 71.60 W, 31, 0 %, 1730 MiB
2026/08/03 02:37:32.323, 2542 MHz, 13801 MHz, 71.00 W, 31, 0 %, 1730 MiB
2026/08/03 02:37:37.323, 2542 MHz, 13801 MHz, 70.99 W, 31, 0 %, 1730 MiB
2026/08/03 02:37:42.324, 2550 MHz, 13801 MHz, 70.27 W, 31, 1 %, 1730 MiB
2026/08/03 02:37:47.325, 2542 MHz, 13801 MHz, 69.44 W, 31, 1 %, 1730 MiB
2026/08/03 02:37:52.326, 2542 MHz, 13801 MHz, 71.66 W, 31, 0 %, 1730 MiB
2026/08/03 02:37:57.326, 2542 MHz, 13801 MHz, 69.71 W, 31, 0 %, 1730 MiB
2026/08/03 02:38:02.327, 2542 MHz, 13801 MHz, 70.38 W, 31, 0 %, 1730 MiB
2026/08/03 02:38:07.327, 2542 MHz, 13801 MHz, 70.54 W, 31, 0 %, 1730 MiB
2026/08/03 02:38:12.328, 2542 MHz, 13801 MHz, 69.94 W, 31, 0 %, 1730 MiB
2026/08/03 02:38:17.329, 2542 MHz, 13801 MHz, 70.77 W, 31, 0 %, 1730 MiB
2026/08/03 02:38:22.330, 2542 MHz, 13801 MHz, 69.23 W, 31, 0 %, 1730 MiB
2026/08/03 02:38:27.331, 2542 MHz, 13801 MHz, 68.57 W, 31, 0 %, 1730 MiB
2026/08/03 02:38:32.332, 2542 MHz, 13801 MHz, 68.94 W, 31, 0 %, 1730 MiB
2026/08/03 02:38:37.332, 2542 MHz, 13801 MHz, 70.45 W, 31, 0 %, 1730 MiB
2026/08/03 02:38:42.333, 2542 MHz, 13801 MHz, 69.53 W, 31, 0 %, 1730 MiB
