889515, .venv-qn-gpu/bin/python, 544
891109, /home/jungdaesuh/code/columbia/simsopt-pr-jax-port-squashed/.venv-qn-gpu/bin/python, 534
1785627755.453298872 2415310, /usr/libexec/gnome-remote-desktop-daemon, 635
2418383, /usr/bin/sunshine, 508
2415327, /usr/libexec/xdg-desktop-portal-gnome, 19
2874859, /usr/bin/resources, 52
889515, .venv-qn-gpu/bin/python, 544
891109, /home/jungdaesuh/code/columbia/simsopt-pr-jax-port-squashed/.venv-qn-gpu/bin/python, 534
1785627755.699257629 2415310, /usr/libexec/gnome-remote-desktop-daemon, 635
2418383, /usr/bin/sunshine, 508
2415327, /usr/libexec/xdg-desktop-portal-gnome, 19
2874859, /usr/bin/resources, 52
889515, .venv-qn-gpu/bin/python, 544
891109, /home/jungdaesuh/code/columbia/simsopt-pr-jax-port-squashed/.venv-qn-gpu/bin/python, 534
1785627755.967876732 2415310, /usr/libexec/gnome-remote-desktop-daemon, 635
2418383, /usr/bin/sunshine, 508
2415327, /usr/libexec/xdg-desktop-portal-gnome, 19
2874859, /usr/bin/resources, 52
889515, .venv-qn-gpu/bin/python, 544
891109, /home/jungdaesuh/code/columbia/simsopt-pr-jax-port-squashed/.venv-qn-gpu/bin/python, 534
1785627756.221525757 2415310, /usr/libexec/gnome-remote-desktop-daemon, 635
2418383, /usr/bin/sunshine, 508
2415327, /usr/libexec/xdg-desktop-portal-gnome, 19
2874859, /usr/bin/resources, 52
889515, .venv-qn-gpu/bin/python, 544
891109, /home/jungdaesuh/code/columbia/simsopt-pr-jax-port-squashed/.venv-qn-gpu/bin/python, 534
1785627756.475809345 2415310, /usr/libexec/gnome-remote-desktop-daemon, 635
2418383, /usr/bin/sunshine, 508
2415327, /usr/libexec/xdg-desktop-portal-gnome, 19
2874859, /usr/bin/resources, 52
889515, .venv-qn-gpu/bin/python, 544
891109, /home/jungdaesuh/code/columbia/simsopt-pr-jax-port-squashed/.venv-qn-gpu/bin/python, 534
1785627756.738207380 2415310, /usr/libexec/gnome-remote-desktop-daemon, 635
2418383, /usr/bin/sunshine, 508
2415327, /usr/libexec/xdg-desktop-portal-gnome, 19
2874859, /usr/bin/resources, 52
889515, .venv-qn-gpu/bin/python, 544
891109, /home/jungdaesuh/code/columbia/simsopt-pr-jax-port-squashed/.venv-qn-gpu/bin/python, 534
1785627757.000538943 2415310, /usr/libexec/gnome-remote-desktop-daemon, 635
2418383, /usr/bin/sunshine, 508
2415327, /usr/libexec/xdg-desktop-portal-gnome, 19
2874859, /usr/bin/resources, 52
889515, .venv-qn-gpu/bin/python, 544
891109, /home/jungdaesuh/code/columbia/simsopt-pr-jax-port-squashed/.venv-qn-gpu/bin/python, 534
1785627757.248068812 2415310, /usr/libexec/gnome-remote-desktop-daemon, 635
2418383, /usr/bin/sunshine, 508
2415327, /usr/libexec/xdg-desktop-portal-gnome, 19
2874859, /usr/bin/resources, 52
889515, .venv-qn-gpu/bin/python, 544
891109, /home/jungdaesuh/code/columbia/simsopt-pr-jax-port-squashed/.venv-qn-gpu/bin/python, 534
1785627757.499484380 2415310, /usr/libexec/gnome-remote-desktop-daemon, 635
2418383, /usr/bin/sunshine, 508
2415327, /usr/libexec/xdg-desktop-portal-gnome, 19
2874859, /usr/bin/resources, 52
889515, .venv-qn-gpu/bin/python, 544
891109, /home/jungdaesuh/code/columbia/simsopt-pr-jax-port-squashed/.venv-qn-gpu/bin/python, 534
1785627757.765086018 2415310, /usr/libexec/gnome-remote-desktop-daemon, 635
2418383, /usr/bin/sunshine, 508
2415327, /usr/libexec/xdg-desktop-portal-gnome, 19
2874859, /usr/bin/resources, 52
889515, .venv-qn-gpu/bin/python, 544
891109, /home/jungdaesuh/code/columbia/simsopt-pr-jax-port-squashed/.venv-qn-gpu/bin/python, 534
1785627758.025378247 2415310, /usr/libexec/gnome-remote-desktop-daemon, 635
2418383, /usr/bin/sunshine, 508
2415327, /usr/libexec/xdg-desktop-portal-gnome, 19
2874859, /usr/bin/resources, 52
889515, .venv-qn-gpu/bin/python, 544
891109, /home/jungdaesuh/code/columbia/simsopt-pr-jax-port-squashed/.venv-qn-gpu/bin/python, 534
1785627758.289523878 2415310, /usr/libexec/gnome-remote-desktop-daemon, 635
2418383, /usr/bin/sunshine, 508
2415327, /usr/libexec/xdg-desktop-portal-gnome, 19
2874859, /usr/bin/resources, 52
889515, .venv-qn-gpu/bin/python, 544
891109, /home/jungdaesuh/code/columbia/simsopt-pr-jax-port-squashed/.venv-qn-gpu/bin/python, 542
1785627758.541164924 2415310, /usr/libexec/gnome-remote-desktop-daemon, 635
2418383, /usr/bin/sunshine, 508
2415327, /usr/libexec/xdg-desktop-portal-gnome, 19
2874859, /usr/bin/resources, 52
889515, .venv-qn-gpu/bin/python, 544
891109, /home/jungdaesuh/code/columbia/simsopt-pr-jax-port-squashed/.venv-qn-gpu/bin/python, 542
1785627758.799647714 2415310, /usr/libexec/gnome-remote-desktop-daemon, 635
2418383, /usr/bin/sunshine, 508
2415327, /usr/libexec/xdg-desktop-portal-gnome, 19
2874859, /usr/bin/resources, 52
889515, .venv-qn-gpu/bin/python, 544
891109, /home/jungdaesuh/code/columbia/simsopt-pr-jax-port-squashed/.venv-qn-gpu/bin/python, 542
1785627759.067188166 2415310, /usr/libexec/gnome-remote-desktop-daemon, 635
2418383, /usr/bin/sunshine, 508
2415327, /usr/libexec/xdg-desktop-portal-gnome, 19
2874859, /usr/bin/resources, 52
889515, .venv-qn-gpu/bin/python, 544
891109, /home/jungdaesuh/code/columbia/simsopt-pr-jax-port-squashed/.venv-qn-gpu/bin/python, 542
1785627759.331045784 2415310, /usr/libexec/gnome-remote-desktop-daemon, 635
2418383, /usr/bin/sunshine, 508
2415327, /usr/libexec/xdg-desktop-portal-gnome, 19
2874859, /usr/bin/resources, 52
889515, .venv-qn-gpu/bin/python, 544
891109, /home/jungdaesuh/code/columbia/simsopt-pr-jax-port-squashed/.venv-qn-gpu/bin/python, 542
1785627759.586850298 2415310, /usr/libexec/gnome-remote-desktop-daemon, 635
2418383, /usr/bin/sunshine, 508
2415327, /usr/libexec/xdg-desktop-portal-gnome, 19
2874859, /usr/bin/resources, 52
889515, .venv-qn-gpu/bin/python, 544
891109, /home/jungdaesuh/code/columbia/simsopt-pr-jax-port-squashed/.venv-qn-gpu/bin/python, 542
1785627759.856165909 2415310, /usr/libexec/gnome-remote-desktop-daemon, 635
2418383, /usr/bin/sunshine, 508
2415327, /usr/libexec/xdg-desktop-portal-gnome, 19
2874859, /usr/bin/resources, 52
889515, .venv-qn-gpu/bin/python, 544
891109, /home/jungdaesuh/code/columbia/simsopt-pr-jax-port-squashed/.venv-qn-gpu/bin/python, 542
1785627760.105638326 2415310, /usr/libexec/gnome-remote-desktop-daemon, 635
2418383, /usr/bin/sunshine, 508
2415327, /usr/libexec/xdg-desktop-portal-gnome, 19
2874859, /usr/bin/resources, 52
889515, .venv-qn-gpu/bin/python, 544
891109, /home/jungdaesuh/code/columbia/simsopt-pr-jax-port-squashed/.venv-qn-gpu/bin/python, 542
1785627760.362518537 2415310, /usr/libexec/gnome-remote-desktop-daemon, 635
2418383, /usr/bin/sunshine, 508
2415327, /usr/libexec/xdg-desktop-portal-gnome, 19
2874859, /usr/bin/resources, 52
889515, .venv-qn-gpu/bin/python, 544
891109, /home/jungdaesuh/code/columbia/simsopt-pr-jax-port-squashed/.venv-qn-gpu/bin/python, 542
1785627760.634771472 2415310, /usr/libexec/gnome-remote-desktop-daemon, 635
2418383, /usr/bin/sunshine, 508
2415327, /usr/libexec/xdg-desktop-portal-gnome, 19
2874859, /usr/bin/resources, 52
889515, .venv-qn-gpu/bin/python, 544
891109, /home/jungdaesuh/code/columbia/simsopt-pr-jax-port-squashed/.venv-qn-gpu/bin/python, 542
1785627760.897999624 2415310, /usr/libexec/gnome-remote-desktop-daemon, 635
2418383, /usr/bin/sunshine, 508
2415327, /usr/libexec/xdg-desktop-portal-gnome, 19
2874859, /usr/bin/resources, 52
889515, .venv-qn-gpu/bin/python, 544
891109, /home/jungdaesuh/code/columbia/simsopt-pr-jax-port-squashed/.venv-qn-gpu/bin/python, 542
1785627761.158723712 2415310, /usr/libexec/gnome-remote-desktop-daemon, 635
2418383, /usr/bin/sunshine, 508
2415327, /usr/libexec/xdg-desktop-portal-gnome, 19
2874859, /usr/bin/resources, 52
889515, .venv-qn-gpu/bin/python, 544
891109, /home/jungdaesuh/code/columbia/simsopt-pr-jax-port-squashed/.venv-qn-gpu/bin/python, 542
1785627761.426013828 2415310, /usr/libexec/gnome-remote-desktop-daemon, 635
2418383, /usr/bin/sunshine, 508
2415327, /usr/libexec/xdg-desktop-portal-gnome, 19
2874859, /usr/bin/resources, 52
889515, .venv-qn-gpu/bin/python, 544
891109, /home/jungdaesuh/code/columbia/simsopt-pr-jax-port-squashed/.venv-qn-gpu/bin/python, 542
1785627761.683035632 2415310, /usr/libexec/gnome-remote-desktop-daemon, 635
2418383, /usr/bin/sunshine, 508
2415327, /usr/libexec/xdg-desktop-portal-gnome, 19
2874859, /usr/bin/resources, 52
889515, .venv-qn-gpu/bin/python, 544
891109, /home/jungdaesuh/code/columbia/simsopt-pr-jax-port-squashed/.venv-qn-gpu/bin/python, 544
1785627761.956246316 2415310, /usr/libexec/gnome-remote-desktop-daemon, 635
2418383, /usr/bin/sunshine, 508
2415327, /usr/libexec/xdg-desktop-portal-gnome, 19
2874859, /usr/bin/resources, 52
889515, .venv-qn-gpu/bin/python, 544
891109, /home/jungdaesuh/code/columbia/simsopt-pr-jax-port-squashed/.venv-qn-gpu/bin/python, 544
1785627762.223966679 2415310, /usr/libexec/gnome-remote-desktop-daemon, 635
2418383, /usr/bin/sunshine, 508
2415327, /usr/libexec/xdg-desktop-portal-gnome, 19
2874859, /usr/bin/resources, 52
889515, .venv-qn-gpu/bin/python, 544
891109, /home/jungdaesuh/code/columbia/simsopt-pr-jax-port-squashed/.venv-qn-gpu/bin/python, 544
1785627762.483393027 2415310, /usr/libexec/gnome-remote-desktop-daemon, 635
2418383, /usr/bin/sunshine, 508
2415327, /usr/libexec/xdg-desktop-portal-gnome, 19
2874859, /usr/bin/resources, 52
889515, .venv-qn-gpu/bin/python, 544
891109, /home/jungdaesuh/code/columbia/simsopt-pr-jax-port-squashed/.venv-qn-gpu/bin/python, 544
1785627762.745424600 2415310, /usr/libexec/gnome-remote-desktop-daemon, 635
2418383, /usr/bin/sunshine, 508
2415327, /usr/libexec/xdg-desktop-portal-gnome, 19
2874859, /usr/bin/resources, 52
889515, .venv-qn-gpu/bin/python, 544
891109, /home/jungdaesuh/code/columbia/simsopt-pr-jax-port-squashed/.venv-qn-gpu/bin/python, 544
1785627763.009262588 2415310, /usr/libexec/gnome-remote-desktop-daemon, 635
2418383, /usr/bin/sunshine, 508
2415327, /usr/libexec/xdg-desktop-portal-gnome, 19
2874859, /usr/bin/resources, 52
889515, .venv-qn-gpu/bin/python, 544
891109, /home/jungdaesuh/code/columbia/simsopt-pr-jax-port-squashed/.venv-qn-gpu/bin/python, 544
1785627763.285687964 2415310, /usr/libexec/gnome-remote-desktop-daemon, 635
2418383, /usr/bin/sunshine, 508
2415327, /usr/libexec/xdg-desktop-portal-gnome, 19
2874859, /usr/bin/resources, 52
889515, .venv-qn-gpu/bin/python, 544
891109, /home/jungdaesuh/code/columbia/simsopt-pr-jax-port-squashed/.venv-qn-gpu/bin/python, 544
1785627763.541833531 2415310, /usr/libexec/gnome-remote-desktop-daemon, 635
2418383, /usr/bin/sunshine, 508
2415327, /usr/libexec/xdg-desktop-portal-gnome, 19
2874859, /usr/bin/resources, 52
889515, .venv-qn-gpu/bin/python, 544
891109, /home/jungdaesuh/code/columbia/simsopt-pr-jax-port-squashed/.venv-qn-gpu/bin/python, 544
1785627763.816315736 2415310, /usr/libexec/gnome-remote-desktop-daemon, 635
2418383, /usr/bin/sunshine, 508
2415327, /usr/libexec/xdg-desktop-portal-gnome, 19
2874859, /usr/bin/resources, 52
889515, .venv-qn-gpu/bin/python, 544
891109, /home/jungdaesuh/code/columbia/simsopt-pr-jax-port-squashed/.venv-qn-gpu/bin/python, 544
1785627764.086008533 2415310, /usr/libexec/gnome-remote-desktop-daemon, 635
2418383, /usr/bin/sunshine, 508
2415327, /usr/libexec/xdg-desktop-portal-gnome, 19
2874859, /usr/bin/resources, 52
889515, .venv-qn-gpu/bin/python, 544
891109, /home/jungdaesuh/code/columbia/simsopt-pr-jax-port-squashed/.venv-qn-gpu/bin/python, 544
1785627764.342677928 2415310, /usr/libexec/gnome-remote-desktop-daemon, 635
2418383, /usr/bin/sunshine, 508
2415327, /usr/libexec/xdg-desktop-portal-gnome, 19
2874859, /usr/bin/resources, 52
889515, .venv-qn-gpu/bin/python, 544
891109, /home/jungdaesuh/code/columbia/simsopt-pr-jax-port-squashed/.venv-qn-gpu/bin/python, 544
1785627764.606044567 2415310, /usr/libexec/gnome-remote-desktop-daemon, 635
2418383, /usr/bin/sunshine, 508
2415327, /usr/libexec/xdg-desktop-portal-gnome, 19
2874859, /usr/bin/resources, 52
889515, .venv-qn-gpu/bin/python, 544
891109, /home/jungdaesuh/code/columbia/simsopt-pr-jax-port-squashed/.venv-qn-gpu/bin/python, 544
1785627764.895900368 2415310, /usr/libexec/gnome-remote-desktop-daemon, 635
2418383, /usr/bin/sunshine, 508
2415327, /usr/libexec/xdg-desktop-portal-gnome, 19
