# Generated from /Users/suhjungdae/code/columbia/simsopt-jax-shared-jax/.artifacts/runpod_integration_jax_gpu_chunked_tmp_20260605T043832Z/remote_artifacts/artifacts/integration_jax_chunked_gpu/batches/*.xml
# Columns: batch, classname, name, kind, first_failure_or_error_line
batch	classname	name	kind	first_failure_or_error_line
batch_010	tests.geo.test_surface_henneberg_jax	test_area_matches_cpu_oracle	failure	AttributeError: 'SurfaceHenneberg' object has no attribute 'to_spec'
batch_010	tests.geo.test_surface_henneberg_jax	test_axisymmetric_default_torus_matches_analytic	failure	AttributeError: 'SurfaceHenneberg' object has no attribute 'to_spec'
batch_010	tests.geo.test_surface_henneberg_jax	test_axisymmetric_gammadash2_matches_analytic	failure	AttributeError: 'SurfaceHenneberg' object has no attribute 'to_spec'
batch_010	tests.geo.test_surface_henneberg_jax	test_gamma_matches_cpu_oracle[mmax1-nmax1--1]	failure	AttributeError: 'SurfaceHenneberg' object has no attribute 'to_spec'
batch_010	tests.geo.test_surface_henneberg_jax	test_gamma_matches_cpu_oracle[mmax1-nmax1-0]	failure	AttributeError: 'SurfaceHenneberg' object has no attribute 'to_spec'
batch_010	tests.geo.test_surface_henneberg_jax	test_gamma_matches_cpu_oracle[mmax1-nmax1-1]	failure	AttributeError: 'SurfaceHenneberg' object has no attribute 'to_spec'
batch_010	tests.geo.test_surface_henneberg_jax	test_gamma_matches_cpu_oracle[mmax1-nmax3--1]	failure	AttributeError: 'SurfaceHenneberg' object has no attribute 'to_spec'
batch_010	tests.geo.test_surface_henneberg_jax	test_gamma_matches_cpu_oracle[mmax1-nmax3-0]	failure	AttributeError: 'SurfaceHenneberg' object has no attribute 'to_spec'
batch_010	tests.geo.test_surface_henneberg_jax	test_gamma_matches_cpu_oracle[mmax1-nmax3-1]	failure	AttributeError: 'SurfaceHenneberg' object has no attribute 'to_spec'
batch_010	tests.geo.test_surface_henneberg_jax	test_gamma_matches_cpu_oracle[mmax2-nmax2--1]	failure	AttributeError: 'SurfaceHenneberg' object has no attribute 'to_spec'
batch_010	tests.geo.test_surface_henneberg_jax	test_gamma_matches_cpu_oracle[mmax2-nmax2-0]	failure	AttributeError: 'SurfaceHenneberg' object has no attribute 'to_spec'
batch_010	tests.geo.test_surface_henneberg_jax	test_gamma_matches_cpu_oracle[mmax2-nmax2-1]	failure	AttributeError: 'SurfaceHenneberg' object has no attribute 'to_spec'
batch_010	tests.geo.test_surface_henneberg_jax	test_gamma_matches_cpu_oracle[mmax3-nmax1--1]	failure	AttributeError: 'SurfaceHenneberg' object has no attribute 'to_spec'
batch_010	tests.geo.test_surface_henneberg_jax	test_gamma_matches_cpu_oracle[mmax3-nmax1-0]	failure	AttributeError: 'SurfaceHenneberg' object has no attribute 'to_spec'
batch_010	tests.geo.test_surface_henneberg_jax	test_gamma_matches_cpu_oracle[mmax3-nmax1-1]	failure	AttributeError: 'SurfaceHenneberg' object has no attribute 'to_spec'
batch_010	tests.geo.test_surface_henneberg_jax	test_gamma_matches_cpu_oracle_across_nfp[1]	failure	AttributeError: 'SurfaceHenneberg' object has no attribute 'to_spec'
batch_010	tests.geo.test_surface_henneberg_jax	test_gamma_matches_cpu_oracle_across_nfp[2]	failure	AttributeError: 'SurfaceHenneberg' object has no attribute 'to_spec'
batch_010	tests.geo.test_surface_henneberg_jax	test_gamma_matches_cpu_oracle_across_nfp[3]	failure	AttributeError: 'SurfaceHenneberg' object has no attribute 'to_spec'
batch_010	tests.geo.test_surface_henneberg_jax	test_gamma_matches_cpu_oracle_across_nfp[5]	failure	AttributeError: 'SurfaceHenneberg' object has no attribute 'to_spec'
batch_010	tests.geo.test_surface_henneberg_jax	test_gamma_parity_with_custom_quadpoints	failure	AttributeError: 'SurfaceHenneberg' object has no attribute 'to_spec'
batch_010	tests.geo.test_surface_henneberg_jax	test_gammadash1_matches_cpu_oracle[mmax1-nmax1--1]	failure	AttributeError: 'SurfaceHenneberg' object has no attribute 'to_spec'
batch_010	tests.geo.test_surface_henneberg_jax	test_gammadash1_matches_cpu_oracle[mmax1-nmax1-0]	failure	AttributeError: 'SurfaceHenneberg' object has no attribute 'to_spec'
batch_010	tests.geo.test_surface_henneberg_jax	test_gammadash1_matches_cpu_oracle[mmax1-nmax1-1]	failure	AttributeError: 'SurfaceHenneberg' object has no attribute 'to_spec'
batch_010	tests.geo.test_surface_henneberg_jax	test_gammadash1_matches_cpu_oracle[mmax1-nmax3--1]	failure	AttributeError: 'SurfaceHenneberg' object has no attribute 'to_spec'
batch_010	tests.geo.test_surface_henneberg_jax	test_gammadash1_matches_cpu_oracle[mmax1-nmax3-0]	failure	AttributeError: 'SurfaceHenneberg' object has no attribute 'to_spec'
batch_010	tests.geo.test_surface_henneberg_jax	test_gammadash1_matches_cpu_oracle[mmax1-nmax3-1]	failure	AttributeError: 'SurfaceHenneberg' object has no attribute 'to_spec'
batch_010	tests.geo.test_surface_henneberg_jax	test_gammadash1_matches_cpu_oracle[mmax2-nmax2--1]	failure	AttributeError: 'SurfaceHenneberg' object has no attribute 'to_spec'
batch_010	tests.geo.test_surface_henneberg_jax	test_gammadash1_matches_cpu_oracle[mmax2-nmax2-0]	failure	AttributeError: 'SurfaceHenneberg' object has no attribute 'to_spec'
batch_010	tests.geo.test_surface_henneberg_jax	test_gammadash1_matches_cpu_oracle[mmax2-nmax2-1]	failure	AttributeError: 'SurfaceHenneberg' object has no attribute 'to_spec'
batch_010	tests.geo.test_surface_henneberg_jax	test_gammadash1_matches_cpu_oracle[mmax3-nmax1--1]	failure	AttributeError: 'SurfaceHenneberg' object has no attribute 'to_spec'
batch_010	tests.geo.test_surface_henneberg_jax	test_gammadash1_matches_cpu_oracle[mmax3-nmax1-0]	failure	AttributeError: 'SurfaceHenneberg' object has no attribute 'to_spec'
batch_010	tests.geo.test_surface_henneberg_jax	test_gammadash1_matches_cpu_oracle[mmax3-nmax1-1]	failure	AttributeError: 'SurfaceHenneberg' object has no attribute 'to_spec'
batch_010	tests.geo.test_surface_henneberg_jax	test_gammadash1_parity_with_custom_quadpoints	failure	AttributeError: 'SurfaceHenneberg' object has no attribute 'to_spec'
batch_010	tests.geo.test_surface_henneberg_jax	test_gammadash2_matches_cpu_oracle[mmax1-nmax1--1]	failure	AttributeError: 'SurfaceHenneberg' object has no attribute 'to_spec'
batch_010	tests.geo.test_surface_henneberg_jax	test_gammadash2_matches_cpu_oracle[mmax1-nmax1-0]	failure	AttributeError: 'SurfaceHenneberg' object has no attribute 'to_spec'
batch_010	tests.geo.test_surface_henneberg_jax	test_gammadash2_matches_cpu_oracle[mmax1-nmax1-1]	failure	AttributeError: 'SurfaceHenneberg' object has no attribute 'to_spec'
batch_010	tests.geo.test_surface_henneberg_jax	test_gammadash2_matches_cpu_oracle[mmax1-nmax3--1]	failure	AttributeError: 'SurfaceHenneberg' object has no attribute 'to_spec'
batch_010	tests.geo.test_surface_henneberg_jax	test_gammadash2_matches_cpu_oracle[mmax1-nmax3-0]	failure	AttributeError: 'SurfaceHenneberg' object has no attribute 'to_spec'
batch_010	tests.geo.test_surface_henneberg_jax	test_gammadash2_matches_cpu_oracle[mmax1-nmax3-1]	failure	AttributeError: 'SurfaceHenneberg' object has no attribute 'to_spec'
batch_010	tests.geo.test_surface_henneberg_jax	test_gammadash2_matches_cpu_oracle[mmax2-nmax2--1]	failure	AttributeError: 'SurfaceHenneberg' object has no attribute 'to_spec'
batch_010	tests.geo.test_surface_henneberg_jax	test_gammadash2_matches_cpu_oracle[mmax2-nmax2-0]	failure	AttributeError: 'SurfaceHenneberg' object has no attribute 'to_spec'
batch_010	tests.geo.test_surface_henneberg_jax	test_gammadash2_matches_cpu_oracle[mmax2-nmax2-1]	failure	AttributeError: 'SurfaceHenneberg' object has no attribute 'to_spec'
batch_010	tests.geo.test_surface_henneberg_jax	test_gammadash2_matches_cpu_oracle[mmax3-nmax1--1]	failure	AttributeError: 'SurfaceHenneberg' object has no attribute 'to_spec'
batch_010	tests.geo.test_surface_henneberg_jax	test_gammadash2_matches_cpu_oracle[mmax3-nmax1-0]	failure	AttributeError: 'SurfaceHenneberg' object has no attribute 'to_spec'
batch_010	tests.geo.test_surface_henneberg_jax	test_gammadash2_matches_cpu_oracle[mmax3-nmax1-1]	failure	AttributeError: 'SurfaceHenneberg' object has no attribute 'to_spec'
batch_010	tests.geo.test_surface_henneberg_jax	test_jit_cache_discriminates_alpha_fac	failure	AttributeError: 'SurfaceHenneberg' object has no attribute 'to_spec'
batch_010	tests.geo.test_surface_henneberg_jax	test_kernels_run_under_strict_transfer_guard	failure	AttributeError: 'SurfaceHenneberg' object has no attribute 'to_spec'
batch_010	tests.geo.test_surface_henneberg_jax	test_normal_matches_cpu_oracle[-1]	failure	AttributeError: 'SurfaceHenneberg' object has no attribute 'to_spec'
batch_010	tests.geo.test_surface_henneberg_jax	test_normal_matches_cpu_oracle[0]	failure	AttributeError: 'SurfaceHenneberg' object has no attribute 'to_spec'
batch_010	tests.geo.test_surface_henneberg_jax	test_normal_matches_cpu_oracle[1]	failure	AttributeError: 'SurfaceHenneberg' object has no attribute 'to_spec'
batch_010	tests.geo.test_surface_henneberg_jax	test_spec_can_be_jitted_through_pytree_registration	failure	AttributeError: 'SurfaceHenneberg' object has no attribute 'to_spec'
batch_010	tests.geo.test_surface_henneberg_jax	test_spec_is_frozen_dataclass	failure	AttributeError: 'SurfaceHenneberg' object has no attribute 'to_spec'
batch_010	tests.geo.test_surface_henneberg_jax	test_spec_jit_round_trip_preserves_meta_fields	failure	AttributeError: 'SurfaceHenneberg' object has no attribute 'to_spec'
batch_010	tests.geo.test_surface_henneberg_jax	test_spec_register_dataclass_keys_match_host_class	failure	AttributeError: 'SurfaceHenneberg' object has no attribute 'to_spec'
batch_010	tests.geo.test_surface_henneberg_jax	test_to_spec_round_trips_fields[1-mmax1-nmax1]	failure	AttributeError: 'SurfaceHenneberg' object has no attribute 'to_spec'
batch_010	tests.geo.test_surface_henneberg_jax	test_to_spec_round_trips_fields[1-mmax1-nmax3]	failure	AttributeError: 'SurfaceHenneberg' object has no attribute 'to_spec'
batch_010	tests.geo.test_surface_henneberg_jax	test_to_spec_round_trips_fields[1-mmax2-nmax2]	failure	AttributeError: 'SurfaceHenneberg' object has no attribute 'to_spec'
batch_010	tests.geo.test_surface_henneberg_jax	test_to_spec_round_trips_fields[1-mmax3-nmax1]	failure	AttributeError: 'SurfaceHenneberg' object has no attribute 'to_spec'
batch_010	tests.geo.test_surface_henneberg_jax	test_to_spec_round_trips_fields[2-mmax1-nmax1]	failure	AttributeError: 'SurfaceHenneberg' object has no attribute 'to_spec'
batch_010	tests.geo.test_surface_henneberg_jax	test_to_spec_round_trips_fields[2-mmax1-nmax3]	failure	AttributeError: 'SurfaceHenneberg' object has no attribute 'to_spec'
batch_010	tests.geo.test_surface_henneberg_jax	test_to_spec_round_trips_fields[2-mmax2-nmax2]	failure	AttributeError: 'SurfaceHenneberg' object has no attribute 'to_spec'
batch_010	tests.geo.test_surface_henneberg_jax	test_to_spec_round_trips_fields[2-mmax3-nmax1]	failure	AttributeError: 'SurfaceHenneberg' object has no attribute 'to_spec'
batch_010	tests.geo.test_surface_henneberg_jax	test_to_spec_round_trips_fields[3-mmax1-nmax1]	failure	AttributeError: 'SurfaceHenneberg' object has no attribute 'to_spec'
batch_010	tests.geo.test_surface_henneberg_jax	test_to_spec_round_trips_fields[3-mmax1-nmax3]	failure	AttributeError: 'SurfaceHenneberg' object has no attribute 'to_spec'
batch_010	tests.geo.test_surface_henneberg_jax	test_to_spec_round_trips_fields[3-mmax2-nmax2]	failure	AttributeError: 'SurfaceHenneberg' object has no attribute 'to_spec'
batch_010	tests.geo.test_surface_henneberg_jax	test_to_spec_round_trips_fields[3-mmax3-nmax1]	failure	AttributeError: 'SurfaceHenneberg' object has no attribute 'to_spec'
batch_010	tests.geo.test_surface_henneberg_jax	test_to_spec_round_trips_fields[5-mmax1-nmax1]	failure	AttributeError: 'SurfaceHenneberg' object has no attribute 'to_spec'
batch_010	tests.geo.test_surface_henneberg_jax	test_to_spec_round_trips_fields[5-mmax1-nmax3]	failure	AttributeError: 'SurfaceHenneberg' object has no attribute 'to_spec'
batch_010	tests.geo.test_surface_henneberg_jax	test_to_spec_round_trips_fields[5-mmax2-nmax2]	failure	AttributeError: 'SurfaceHenneberg' object has no attribute 'to_spec'
batch_010	tests.geo.test_surface_henneberg_jax	test_to_spec_round_trips_fields[5-mmax3-nmax1]	failure	AttributeError: 'SurfaceHenneberg' object has no attribute 'to_spec'
batch_010	tests.geo.test_surface_henneberg_jax	test_unitnormal_matches_cpu_oracle	failure	AttributeError: 'SurfaceHenneberg' object has no attribute 'to_spec'
batch_010	tests.geo.test_surface_henneberg_jax	test_volume_matches_cpu_oracle	failure	AttributeError: 'SurfaceHenneberg' object has no attribute 'to_spec'
batch_010	tests.geo.test_surface_objectives_jax	test_boozersurface_get_adjoint_runtime_state_wraps_legacy_cpu_contract	failure	AttributeError: type object 'BoozerSurface' has no attribute 'get_adjoint_runtime_state'
batch_010	tests.geo.test_surface_objectives_jax	test_legacy_boozer_transpose_explicitly_hostifies_rhs_under_transfer_guard	failure	AttributeError: module 'simsopt.geo.surfaceobjectives' has no attribute '_solve_boozer_runtime_transpose'
batch_010	tests.geo.test_surface_objectives_jax	test_major_radius_gradient_uses_boozer_surface_biotsavart_fallback	failure	TypeError: MajorRadius.compute() got an unexpected keyword argument 'compute_gradient'
batch_010	tests.geo.test_surface_objectives_jax	test_major_radius_jax_re_solve_directional_finite_difference[exact-xyztensorfourier]	failure	AttributeError: 'SurfaceXYZTensorFourier' object has no attribute 'surface_spec'
batch_010	tests.geo.test_surface_objectives_jax	test_major_radius_jax_re_solve_directional_finite_difference[ls-rzfourier]	failure	AttributeError: 'SurfaceRZFourier' object has no attribute 'surface_spec'
batch_010	tests.geo.test_surface_objectives_jax	test_major_radius_jax_value_and_native_adjoint_gradient	failure	AttributeError: 'SurfaceRZFourier' object has no attribute 'surface_spec'
batch_010	tests.geo.test_surface_objectives_jax	test_solve_boozer_coil_adjoint_derivative_uses_runtime_projection_hook	failure	AttributeError: module 'simsopt.geo.surfaceobjectives' has no attribute '_solve_boozer_coil_adjoint_derivative'
batch_010	tests.geo.test_surface_objectives_jax	test_surface_to_surface_chunked_gradient_respects_strict_transfer_guard	failure	AttributeError: module 'simsopt.geo.surfaceobjectives' has no attribute 'surface_to_surface_distance_pure'
batch_010	tests.geo.test_surface_objectives_jax	test_surface_to_surface_chunked_path_does_not_call_dense_matrix_api	failure	AttributeError: <module 'simsopt.geo.surfaceobjectives' from '/tmp/runpod_integration_jax_gpu_chunked_tmp_20260605T043832Z/integration_jax/src/simsopt/geo/surfaceobjectives.py'> has no attribute 'surface_to_surface_pairwise_distances'
batch_010	tests.geo.test_surface_objectives_jax	test_surface_to_surface_chunking_preserves_nan_semantics	failure	AttributeError: module 'simsopt.geo.surfaceobjectives' has no attribute 'surface_to_surface_distance_pure'
batch_010	tests.geo.test_surface_objectives_jax	test_surface_to_surface_distance_chunking_matches_dense_value_and_grad	failure	AttributeError: module 'simsopt.geo.surfaceobjectives' has no attribute 'surface_to_surface_distance_pure'
batch_010	tests.geo.test_surface_objectives_jax	test_surface_to_surface_pairwise_distances_uses_square_primitive	failure	AttributeError: module 'simsopt.geo.surfaceobjectives' has no attribute 'surface_to_surface_pairwise_distances'
batch_010	tests.geo.test_surface_objectives_jax	test_surface_to_surface_shortest_distance_chunking_matches_dense	failure	AttributeError: module 'simsopt.geo.surfaceobjectives' has no attribute 'surface_to_surface_shortest_distance_pure'
batch_010	tests.geo.test_surface_objectives_jax	test_surface_to_surface_zero_penalty_has_finite_zero_gradient	failure	AttributeError: module 'simsopt.geo.surfaceobjectives' has no attribute 'surface_to_surface_distance_pure'
batch_010	tests.geo.test_surface_objectives_jax	test_traceable_objective_bundle_marks_value_and_grad_cacheable	failure	KeyError: 'calls'
batch_010	tests.geo.test_surface_objectives_jax.TestAreaVolumeJAXObjectParity	test_area_volume_first_derivative_parity_matrix[False-SurfaceRZFourier-_make_area_pair]	failure	AttributeError: 'SurfaceRZFourier' object has no attribute 'surface_spec'
batch_010	tests.geo.test_surface_objectives_jax.TestAreaVolumeJAXObjectParity	test_area_volume_first_derivative_parity_matrix[False-SurfaceRZFourier-_make_volume_pair]	failure	AttributeError: 'SurfaceRZFourier' object has no attribute 'surface_spec'
batch_010	tests.geo.test_surface_objectives_jax.TestAreaVolumeJAXObjectParity	test_area_volume_first_derivative_parity_matrix[False-SurfaceXYZFourier-_make_area_pair]	failure	AttributeError: 'SurfaceXYZFourier' object has no attribute 'surface_spec'
batch_010	tests.geo.test_surface_objectives_jax.TestAreaVolumeJAXObjectParity	test_area_volume_first_derivative_parity_matrix[False-SurfaceXYZFourier-_make_volume_pair]	failure	AttributeError: 'SurfaceXYZFourier' object has no attribute 'surface_spec'
batch_010	tests.geo.test_surface_objectives_jax.TestAreaVolumeJAXObjectParity	test_area_volume_first_derivative_parity_matrix[False-SurfaceXYZTensorFourier-_make_area_pair]	failure	AttributeError: 'SurfaceXYZTensorFourier' object has no attribute 'surface_spec'
batch_010	tests.geo.test_surface_objectives_jax.TestAreaVolumeJAXObjectParity	test_area_volume_first_derivative_parity_matrix[False-SurfaceXYZTensorFourier-_make_volume_pair]	failure	AttributeError: 'SurfaceXYZTensorFourier' object has no attribute 'surface_spec'
batch_010	tests.geo.test_surface_objectives_jax.TestAreaVolumeJAXObjectParity	test_area_volume_first_derivative_parity_matrix[True-SurfaceRZFourier-_make_area_pair]	failure	AttributeError: 'SurfaceRZFourier' object has no attribute 'surface_spec'
batch_010	tests.geo.test_surface_objectives_jax.TestAreaVolumeJAXObjectParity	test_area_volume_first_derivative_parity_matrix[True-SurfaceRZFourier-_make_volume_pair]	failure	AttributeError: 'SurfaceRZFourier' object has no attribute 'surface_spec'
batch_010	tests.geo.test_surface_objectives_jax.TestAreaVolumeJAXObjectParity	test_area_volume_first_derivative_parity_matrix[True-SurfaceXYZFourier-_make_area_pair]	failure	AttributeError: 'SurfaceXYZFourier' object has no attribute 'surface_spec'
batch_010	tests.geo.test_surface_objectives_jax.TestAreaVolumeJAXObjectParity	test_area_volume_first_derivative_parity_matrix[True-SurfaceXYZFourier-_make_volume_pair]	failure	AttributeError: 'SurfaceXYZFourier' object has no attribute 'surface_spec'
batch_010	tests.geo.test_surface_objectives_jax.TestAreaVolumeJAXObjectParity	test_area_volume_first_derivative_parity_matrix[True-SurfaceXYZTensorFourier-_make_area_pair]	failure	AttributeError: 'SurfaceXYZTensorFourier' object has no attribute 'surface_spec'
batch_010	tests.geo.test_surface_objectives_jax.TestAreaVolumeJAXObjectParity	test_area_volume_first_derivative_parity_matrix[True-SurfaceXYZTensorFourier-_make_volume_pair]	failure	AttributeError: 'SurfaceXYZTensorFourier' object has no attribute 'surface_spec'
batch_010	tests.geo.test_surface_objectives_jax.TestAreaVolumeJAXObjectParity	test_area_volume_lazy_package_exports[AreaJAX]	failure	AttributeError: module 'simsopt.geo' has no attribute 'AreaJAX'
batch_010	tests.geo.test_surface_objectives_jax.TestAreaVolumeJAXObjectParity	test_area_volume_lazy_package_exports[VolumeJAX]	failure	AttributeError: module 'simsopt.geo' has no attribute 'VolumeJAX'. Did you mean: 'Volume'?
batch_010	tests.geo.test_surface_objectives_jax.TestAreaVolumeJAXObjectParity	test_area_volume_lazy_package_exports[surface_area_jax_from_dofs]	failure	AttributeError: module 'simsopt.geo' has no attribute 'surface_area_jax_from_dofs'
batch_010	tests.geo.test_surface_objectives_jax.TestAreaVolumeJAXObjectParity	test_area_volume_lazy_package_exports[surface_volume_jax_from_dofs]	failure	AttributeError: module 'simsopt.geo' has no attribute 'surface_volume_jax_from_dofs'
batch_010	tests.geo.test_surface_objectives_jax.TestAreaVolumeJAXObjectParity	test_area_volume_regridded_wrapper_parity[_make_area_pair]	failure	AttributeError: 'SurfaceRZFourier' object has no attribute 'surface_spec'
batch_010	tests.geo.test_surface_objectives_jax.TestAreaVolumeJAXObjectParity	test_area_volume_regridded_wrapper_parity[_make_volume_pair]	failure	AttributeError: 'SurfaceRZFourier' object has no attribute 'surface_spec'
batch_010	tests.geo.test_surface_objectives_jax.TestAreaVolumeJAXObjectParity	test_area_volume_second_derivative_parity_matrix[False-SurfaceRZFourier-_make_area_pair]	failure	AttributeError: 'SurfaceRZFourier' object has no attribute 'surface_spec'
batch_010	tests.geo.test_surface_objectives_jax.TestAreaVolumeJAXObjectParity	test_area_volume_second_derivative_parity_matrix[False-SurfaceRZFourier-_make_volume_pair]	failure	AttributeError: 'SurfaceRZFourier' object has no attribute 'surface_spec'
batch_010	tests.geo.test_surface_objectives_jax.TestAreaVolumeJAXObjectParity	test_area_volume_second_derivative_parity_matrix[False-SurfaceXYZFourier-_make_area_pair]	failure	AttributeError: 'SurfaceXYZFourier' object has no attribute 'surface_spec'
batch_010	tests.geo.test_surface_objectives_jax.TestAreaVolumeJAXObjectParity	test_area_volume_second_derivative_parity_matrix[False-SurfaceXYZFourier-_make_volume_pair]	failure	AttributeError: 'SurfaceXYZFourier' object has no attribute 'surface_spec'
batch_010	tests.geo.test_surface_objectives_jax.TestAreaVolumeJAXObjectParity	test_area_volume_second_derivative_parity_matrix[False-SurfaceXYZTensorFourier-_make_area_pair]	failure	AttributeError: 'SurfaceXYZTensorFourier' object has no attribute 'surface_spec'
batch_010	tests.geo.test_surface_objectives_jax.TestAreaVolumeJAXObjectParity	test_area_volume_second_derivative_parity_matrix[False-SurfaceXYZTensorFourier-_make_volume_pair]	failure	AttributeError: 'SurfaceXYZTensorFourier' object has no attribute 'surface_spec'
batch_010	tests.geo.test_surface_objectives_jax.TestAreaVolumeJAXObjectParity	test_area_volume_second_derivative_parity_matrix[True-SurfaceRZFourier-_make_area_pair]	failure	AttributeError: 'SurfaceRZFourier' object has no attribute 'surface_spec'
batch_010	tests.geo.test_surface_objectives_jax.TestAreaVolumeJAXObjectParity	test_area_volume_second_derivative_parity_matrix[True-SurfaceRZFourier-_make_volume_pair]	failure	AttributeError: 'SurfaceRZFourier' object has no attribute 'surface_spec'
batch_010	tests.geo.test_surface_objectives_jax.TestAreaVolumeJAXObjectParity	test_area_volume_second_derivative_parity_matrix[True-SurfaceXYZFourier-_make_area_pair]	failure	AttributeError: 'SurfaceXYZFourier' object has no attribute 'surface_spec'
batch_010	tests.geo.test_surface_objectives_jax.TestAreaVolumeJAXObjectParity	test_area_volume_second_derivative_parity_matrix[True-SurfaceXYZFourier-_make_volume_pair]	failure	AttributeError: 'SurfaceXYZFourier' object has no attribute 'surface_spec'
batch_010	tests.geo.test_surface_objectives_jax.TestAreaVolumeJAXObjectParity	test_area_volume_second_derivative_parity_matrix[True-SurfaceXYZTensorFourier-_make_area_pair]	failure	AttributeError: 'SurfaceXYZTensorFourier' object has no attribute 'surface_spec'
batch_010	tests.geo.test_surface_objectives_jax.TestAreaVolumeJAXObjectParity	test_area_volume_second_derivative_parity_matrix[True-SurfaceXYZTensorFourier-_make_volume_pair]	failure	AttributeError: 'SurfaceXYZTensorFourier' object has no attribute 'surface_spec'
batch_010	tests.geo.test_surface_objectives_jax.TestAreaVolumeJAXObjectParity	test_area_volume_value_parity_matrix[False-SurfaceRZFourier-_make_area_pair]	failure	AttributeError: 'SurfaceRZFourier' object has no attribute 'surface_spec'
batch_010	tests.geo.test_surface_objectives_jax.TestAreaVolumeJAXObjectParity	test_area_volume_value_parity_matrix[False-SurfaceRZFourier-_make_volume_pair]	failure	AttributeError: 'SurfaceRZFourier' object has no attribute 'surface_spec'
batch_010	tests.geo.test_surface_objectives_jax.TestAreaVolumeJAXObjectParity	test_area_volume_value_parity_matrix[False-SurfaceXYZFourier-_make_area_pair]	failure	AttributeError: 'SurfaceXYZFourier' object has no attribute 'surface_spec'
batch_010	tests.geo.test_surface_objectives_jax.TestAreaVolumeJAXObjectParity	test_area_volume_value_parity_matrix[False-SurfaceXYZFourier-_make_volume_pair]	failure	AttributeError: 'SurfaceXYZFourier' object has no attribute 'surface_spec'
batch_010	tests.geo.test_surface_objectives_jax.TestAreaVolumeJAXObjectParity	test_area_volume_value_parity_matrix[False-SurfaceXYZTensorFourier-_make_area_pair]	failure	AttributeError: 'SurfaceXYZTensorFourier' object has no attribute 'surface_spec'
batch_010	tests.geo.test_surface_objectives_jax.TestAreaVolumeJAXObjectParity	test_area_volume_value_parity_matrix[False-SurfaceXYZTensorFourier-_make_volume_pair]	failure	AttributeError: 'SurfaceXYZTensorFourier' object has no attribute 'surface_spec'
batch_010	tests.geo.test_surface_objectives_jax.TestAreaVolumeJAXObjectParity	test_area_volume_value_parity_matrix[True-SurfaceRZFourier-_make_area_pair]	failure	AttributeError: 'SurfaceRZFourier' object has no attribute 'surface_spec'
batch_010	tests.geo.test_surface_objectives_jax.TestAreaVolumeJAXObjectParity	test_area_volume_value_parity_matrix[True-SurfaceRZFourier-_make_volume_pair]	failure	AttributeError: 'SurfaceRZFourier' object has no attribute 'surface_spec'
batch_010	tests.geo.test_surface_objectives_jax.TestAreaVolumeJAXObjectParity	test_area_volume_value_parity_matrix[True-SurfaceXYZFourier-_make_area_pair]	failure	AttributeError: 'SurfaceXYZFourier' object has no attribute 'surface_spec'
batch_010	tests.geo.test_surface_objectives_jax.TestAreaVolumeJAXObjectParity	test_area_volume_value_parity_matrix[True-SurfaceXYZFourier-_make_volume_pair]	failure	AttributeError: 'SurfaceXYZFourier' object has no attribute 'surface_spec'
batch_010	tests.geo.test_surface_objectives_jax.TestAreaVolumeJAXObjectParity	test_area_volume_value_parity_matrix[True-SurfaceXYZTensorFourier-_make_area_pair]	failure	AttributeError: 'SurfaceXYZTensorFourier' object has no attribute 'surface_spec'
batch_010	tests.geo.test_surface_objectives_jax.TestAreaVolumeJAXObjectParity	test_area_volume_value_parity_matrix[True-SurfaceXYZTensorFourier-_make_volume_pair]	failure	AttributeError: 'SurfaceXYZTensorFourier' object has no attribute 'surface_spec'
batch_010	tests.geo.test_surface_objectives_jax.TestAspectRatioJAXObjectParity	test_aspect_ratio_first_derivative_parity_matrix[False-SurfaceRZFourier]	failure	AttributeError: 'SurfaceRZFourier' object has no attribute 'surface_spec'
batch_010	tests.geo.test_surface_objectives_jax.TestAspectRatioJAXObjectParity	test_aspect_ratio_first_derivative_parity_matrix[False-SurfaceXYZFourier]	failure	AttributeError: 'SurfaceXYZFourier' object has no attribute 'surface_spec'
batch_010	tests.geo.test_surface_objectives_jax.TestAspectRatioJAXObjectParity	test_aspect_ratio_first_derivative_parity_matrix[False-SurfaceXYZTensorFourier]	failure	AttributeError: 'SurfaceXYZTensorFourier' object has no attribute 'surface_spec'
batch_010	tests.geo.test_surface_objectives_jax.TestAspectRatioJAXObjectParity	test_aspect_ratio_first_derivative_parity_matrix[True-SurfaceRZFourier]	failure	AttributeError: 'SurfaceRZFourier' object has no attribute 'surface_spec'
batch_010	tests.geo.test_surface_objectives_jax.TestAspectRatioJAXObjectParity	test_aspect_ratio_first_derivative_parity_matrix[True-SurfaceXYZFourier]	failure	AttributeError: 'SurfaceXYZFourier' object has no attribute 'surface_spec'
batch_010	tests.geo.test_surface_objectives_jax.TestAspectRatioJAXObjectParity	test_aspect_ratio_first_derivative_parity_matrix[True-SurfaceXYZTensorFourier]	failure	AttributeError: 'SurfaceXYZTensorFourier' object has no attribute 'surface_spec'
batch_010	tests.geo.test_surface_objectives_jax.TestAspectRatioJAXObjectParity	test_aspect_ratio_first_order_taylor	failure	AttributeError: 'SurfaceRZFourier' object has no attribute 'surface_spec'
