# Generated from /Users/suhjungdae/code/columbia/simsopt-jax-shared-jax/.artifacts/runpod_integration_jax_gpu_chunked_tmp_20260605T043832Z/remote_artifacts/artifacts/integration_jax_chunked_gpu/batches/*.xml
# Columns: batch, classname, name, kind, first_failure_or_error_line
batch	classname	name	kind	first_failure_or_error_line
batch_001		tests.core.test_load_specs	error	collection failure
batch_001	tests.core.test_derivative.DerivativeTests	test_jax_blocks_materialize_to_numpy	failure	AssertionError: Array([0., 1., 2.], dtype=float64) is not an instance of <class 'numpy.ndarray'>
batch_001	tests.core.test_derivative.DerivativeTests	test_mixed_numpy_and_jax_blocks_are_hostified_in_arithmetic	failure	AssertionError: Array([1.5, 3.5, 5.5], dtype=float64) is not an instance of <class 'numpy.ndarray'>
batch_001	tests.docs.test_banana_parity_coverage_manifest	test_banana_coverage_inventory_references_existing_paths_and_lanes	failure	AssertionError: Biot-Savart field kernels references missing JAX implementation file: src/simsopt/jax_core/biotsavart.py
batch_001	tests.field.test_biotsavart_jax.TestBiotSavartJAXCoilStateToken	test_spec_backed_biotsavart_jax_advances_coil_dof_state_token_on_update	failure	ValueError: assignment destination is read-only
batch_002		tests.field.test_circular_coil_jax	error	collection failure
batch_002		tests.field.test_coilobjective	error	collection failure
batch_002	tests.field.test_force_item09_closeout	test_lp_curve_force_production_scale_taylor_parity_under_strict_transfer_guard	failure	RuntimeError: Shared selffield state requires immutable curve specs or JAX curve methods; unsupported curve type CurveXYZFourier.
batch_002	tests.field.test_force_item09_closeout	test_reduced_force_energy_wrappers_match_independent_cpu_lane	failure	RuntimeError: Shared selffield state requires immutable curve specs or JAX curve methods; unsupported curve type CurveXYZFourier.
batch_003		tests.field.test_magneticfieldclasses_jax_item15	error	collection failure
batch_003		tests.field.test_scalar_potential_rz_jax_item23	error	collection failure
batch_003	tests.field.test_magnetic_axis_helpers_jax_item21.TestAxisPositionParity	test_axis_position_and_tangent_finite_difference[giuliani]	failure	AttributeError: 'CurveRZFourier' object has no attribute 'to_spec'
batch_003	tests.field.test_magnetic_axis_helpers_jax_item21.TestAxisPositionParity	test_axis_position_and_tangent_finite_difference[hsx]	failure	AttributeError: 'CurveRZFourier' object has no attribute 'to_spec'
batch_003	tests.field.test_magnetic_axis_helpers_jax_item21.TestAxisPositionParity	test_axis_position_and_tangent_finite_difference[ncsx]	failure	AttributeError: 'CurveRZFourier' object has no attribute 'to_spec'
batch_003	tests.field.test_magnetic_axis_helpers_jax_item21.TestAxisPositionParity	test_axis_position_matches_curve_gamma[giuliani]	failure	AttributeError: 'CurveRZFourier' object has no attribute 'to_spec'
batch_003	tests.field.test_magnetic_axis_helpers_jax_item21.TestAxisPositionParity	test_axis_position_matches_curve_gamma[hsx]	failure	AttributeError: 'CurveRZFourier' object has no attribute 'to_spec'
batch_003	tests.field.test_magnetic_axis_helpers_jax_item21.TestAxisPositionParity	test_axis_position_matches_curve_gamma[ncsx]	failure	AttributeError: 'CurveRZFourier' object has no attribute 'to_spec'
batch_003	tests.field.test_magnetic_axis_helpers_jax_item21.TestJitAndRepeatability	test_compiled_kernel_with_jax_field_runs_under_strict_transfer_guard	failure	AttributeError: 'CurveRZFourier' object has no attribute 'to_spec'
batch_003	tests.field.test_magnetic_axis_helpers_jax_item21.TestJitAndRepeatability	test_kernel_is_jit_repeatable	failure	AttributeError: 'CurveRZFourier' object has no attribute 'to_spec'
batch_003	tests.field.test_magnetic_axis_helpers_jax_item21.TestJitAndRepeatability	test_kernel_rejects_non_positive_max_steps	failure	AttributeError: 'CurveRZFourier' object has no attribute 'to_spec'
batch_003	tests.field.test_magnetic_axis_helpers_jax_item21.TestOnAxisIotaParity	test_jax_kernel_matches_cpu_oracle[giuliani-0.42297724084249616]	failure	AttributeError: 'CurveRZFourier' object has no attribute 'to_spec'
batch_003	tests.field.test_magnetic_axis_helpers_jax_item21.TestOnAxisIotaParity	test_jax_kernel_matches_cpu_oracle[hsx-1.0418687161633922]	failure	AttributeError: 'CurveRZFourier' object has no attribute 'to_spec'
batch_003	tests.field.test_magnetic_axis_helpers_jax_item21.TestOnAxisIotaParity	test_jax_kernel_matches_cpu_oracle[ncsx-0.39549339846119463]	failure	AttributeError: 'CurveRZFourier' object has no attribute 'to_spec'
batch_003	tests.field.test_magnetic_field_composition_jax.TestStrictJAXModeFailFast	test_multiply_cpu_raises_in_strict_jax_mode	failure	Failed: DID NOT RAISE <class 'RuntimeError'>
batch_003	tests.field.test_magnetic_field_composition_jax.TestStrictJAXModeFailFast	test_sum_all_cpu_raises_in_strict_jax_mode	failure	Failed: DID NOT RAISE <class 'RuntimeError'>
batch_003	tests.field.test_magnetic_field_composition_jax.TestStrictJAXModeFailFast	test_sum_mixed_cpu_jax_raises_in_strict_jax_mode	failure	Failed: DID NOT RAISE <class 'RuntimeError'>
batch_003	tests.field.test_sampling_jax_item22	test_draw_uniform_on_curve_accepts_local_random_state_without_global_state_mutation	failure	TypeError: draw_uniform_on_curve() got an unexpected keyword argument 'randomgen'
batch_003	tests.field.test_sampling_jax_item22	test_draw_uniform_on_surface_accepts_local_random_state_without_global_state_mutation	failure	TypeError: draw_uniform_on_surface() got an unexpected keyword argument 'randomgen'
batch_003	tests.field.test_sampling_jax_item22	test_trace_particles_starting_on_curve_uses_local_random_state	failure	AssertionError:
batch_003	tests.field.test_sampling_jax_item22	test_trace_particles_starting_on_surface_uses_local_random_state	failure	AssertionError:
batch_004		tests.field.test_tracing_jax_item16	error	collection failure
batch_004		tests.geo.test_accessibility	error	collection failure
batch_004	tests.field.test_selffieldforces.CoilForcesTest	test_Taylor	failure	RuntimeError: Shared selffield state requires immutable curve specs or JAX curve methods; unsupported curve type CurveXYZFourier.
batch_004	tests.field.test_selffieldforces.CoilForcesTest	test_Taylor_broad_upstream_sweep	failure	RuntimeError: Shared selffield state requires immutable curve specs or JAX curve methods; unsupported curve type CurveXYZFourier.
batch_004	tests.field.test_selffieldforces.CoilForcesTest	test_circular_coil	failure	RuntimeError: Shared selffield state requires immutable curve specs or JAX curve methods; unsupported curve type CurveXYZFourier.
batch_004	tests.field.test_selffieldforces.CoilForcesTest	test_force_and_torque_objectives_with_different_quadpoints	failure	RuntimeError: Shared selffield state requires immutable curve specs or JAX curve methods; unsupported curve type CurveXYZFourier.
batch_004	tests.field.test_selffieldforces.CoilForcesTest	test_force_objectives	failure	RuntimeError: Shared selffield state requires immutable curve specs or JAX curve methods; unsupported curve type CurveXYZFourier.
batch_004	tests.field.test_selffieldforces.CoilForcesTest	test_force_objectives_incrementally_refresh_only_dirty_source_coil	failure	RuntimeError: Shared selffield state requires immutable curve specs or JAX curve methods; unsupported curve type CurveXYZFourier.
batch_004	tests.field.test_selffieldforces.CoilForcesTest	test_force_objectives_lazily_materialize_target_second_derivatives	failure	RuntimeError: Shared selffield state requires immutable curve specs or JAX curve methods; unsupported curve type CurveXYZFourier.
batch_004	tests.field.test_selffieldforces.CoilForcesTest	test_force_objectives_reuse_packed_state_until_dofs_change	failure	RuntimeError: Shared selffield state requires immutable curve specs or JAX curve methods; unsupported curve type CurveXYZFourier.
batch_004	tests.field.test_selffieldforces.CoilForcesTest	test_force_objectives_share_coil_state_across_objectives	failure	RuntimeError: Shared selffield state requires immutable curve specs or JAX curve methods; unsupported curve type CurveXYZFourier.
batch_004	tests.field.test_selffieldforces.CoilForcesTest	test_force_objectives_share_overlapping_reordered_coil_groups	failure	RuntimeError: Shared selffield state requires immutable curve specs or JAX curve methods; unsupported curve type CurveXYZFourier.
batch_004	tests.field.test_selffieldforces.CoilForcesTest	test_lpcurveforces_taylor_test	failure	RuntimeError: Shared selffield state requires immutable curve specs or JAX curve methods; unsupported curve type CurveXYZFourier.
batch_004	tests.field.test_selffieldforces.CoilForcesTest	test_regularized_coil_requirement	failure	RuntimeError: Shared selffield state requires immutable curve specs or JAX curve methods; unsupported curve type CurveXYZFourier.
batch_004	tests.field.test_selffieldforces.CoilForcesTest	test_regularized_coil_self_field_methods_use_strict_transfer_boundary	failure	jax.errors.JaxRuntimeError: INVALID_ARGUMENT: Disallowed host-to-device transfer: aval=ShapedArray(float64[16,3]), dst_sharding=SingleDeviceSharding(device=CpuDevice(id=0), memory_kind=device)
batch_004	tests.field.test_selffieldforces.CoilForcesTest	test_shared_coil_state_packs_composite_current_graphs_without_live_current_calls	failure	RuntimeError: Shared selffield state requires immutable curve specs or JAX curve methods; unsupported curve type CurveXYZFourier.
batch_004	tests.field.test_selffieldforces.CoilForcesTest	test_shared_coil_state_reuses_precomputed_curve_specs_on_refresh	failure	RuntimeError: Shared selffield state requires immutable curve specs or JAX curve methods; unsupported curve type CurveXYZFourier.
batch_004	tests.field.test_selffieldforces.CoilForcesTest	test_shared_coil_state_uses_full_graph_dofs_for_filament_specs	failure	RuntimeError: Shared selffield state requires immutable curve specs or JAX curve methods; unsupported curve type CurveFilament.
batch_004	tests.field.test_selffieldforces.CoilForcesTest	test_source_coils_coarse_and_fine	failure	RuntimeError: Shared selffield state requires immutable curve specs or JAX curve methods; unsupported curve type CurveXYZFourier.
batch_004	tests.field.test_tracing_jax_item16_extended	test_compute_fieldlines_jax_accepts_minR_stopping_criterion	failure	NotImplementedError: JAX tracing path cannot read attribute 'crit_r' on MinRStoppingCriterion; use the simsopt.field.tracing Python wrapper class rather than the bound C++ ``simsoptpp.*`` class directly.
batch_004	tests.field.test_tracing_jax_item16_extended	test_compute_fieldlines_jax_maxR_criterion_fires_and_records_event	failure	NotImplementedError: JAX tracing path cannot read attribute 'crit_r' on MaxRStoppingCriterion; use the simsopt.field.tracing Python wrapper class rather than the bound C++ ``simsoptpp.*`` class directly.
batch_004	tests.field.test_tracing_jax_item16_extended	test_compute_fieldlines_jax_minZ_maxZ_pair_terminates	failure	NotImplementedError: JAX tracing path cannot read attribute 'crit_z' on MaxZStoppingCriterion; use the simsopt.field.tracing Python wrapper class rather than the bound C++ ``simsoptpp.*`` class directly.
batch_004	tests.field.test_tracing_jax_item16_extended	test_compute_fieldlines_jax_toroidal_transit_criterion	failure	NotImplementedError: JAX tracing path cannot read attribute 'max_transits' on ToroidalTransitStoppingCriterion; use the simsopt.field.tracing Python wrapper class rather than the bound C++ ``simsoptpp.*`` class directly.
batch_004	tests.field.test_wireframefield_jax_item30	test_public_B_dB_and_segment_contributions_match_cpu	failure	AssertionError:
batch_004	tests.field.test_wireframefield_jax_item30	test_rejects_second_spatial_derivative_request	failure	RuntimeError: Second spatial derivatives not implemented for WireframeField
batch_004	tests.field.test_wireframefield_jax_item30	test_segment_current_derivative_flag_returns_spatial_derivative_contributions	failure	assert (48, 7, 3) == (48, 7, 3, 3)
batch_004	tests.field.test_wireframefield_jax_item30	test_wireframe_wrappers_reject_oversized_segment_indices	failure	Failed: DID NOT RAISE <class 'ValueError'>
batch_004	tests.field.test_wireframefield_jax_item30	test_wireframefield_jax_does_not_advertise_native_vjp_contract	failure	Failed: DID NOT RAISE <class 'RuntimeError'>
batch_004	tests.geo.test_boozer_derivative_input_census	test_array_diffs_record_max_abs_diff_within_ulp_floor	error	failed on setup with "AttributeError: 'BoozerSurface' object has no attribute '_boozer_penalty_vectorized_inputs'"
batch_004	tests.geo.test_boozer_derivative_input_census	test_census_records_cover_canonical_ladder	error	failed on setup with "AttributeError: 'BoozerSurface' object has no attribute '_boozer_penalty_vectorized_inputs'"
batch_004	tests.geo.test_boozer_derivative_input_census	test_dump_arrays_as_npy_canonical_loads_with_expected_shapes	error	failed on setup with "AttributeError: 'BoozerSurface' object has no attribute '_boozer_penalty_vectorized_inputs'"
batch_004	tests.geo.test_boozer_derivative_input_census	test_dump_arrays_as_npy_canonical_matches_cpu	error	failed on setup with "AttributeError: 'BoozerSurface' object has no attribute '_boozer_penalty_vectorized_inputs'"
batch_004	tests.geo.test_boozer_derivative_input_census	test_dump_arrays_as_npy_files_validate	error	failed on setup with "AttributeError: 'BoozerSurface' object has no attribute '_boozer_penalty_vectorized_inputs'"
batch_004	tests.geo.test_boozer_derivative_input_census	test_dump_arrays_as_npy_manifest_present	error	failed on setup with "AttributeError: 'BoozerSurface' object has no attribute '_boozer_penalty_vectorized_inputs'"
batch_004	tests.geo.test_boozer_derivative_input_census	test_first_divergence_is_gamma_in_production_mode	error	failed on setup with "AttributeError: 'BoozerSurface' object has no attribute '_boozer_penalty_vectorized_inputs'"
batch_004	tests.geo.test_boozer_derivative_input_census	test_ndjson_emission_stable	error	failed on setup with "AttributeError: 'BoozerSurface' object has no attribute '_boozer_penalty_vectorized_inputs'"
batch_004	tests.geo.test_boozer_derivative_input_census	test_scalar_inputs_byte_identical_in_production_mode	error	failed on setup with "AttributeError: 'BoozerSurface' object has no attribute '_boozer_penalty_vectorized_inputs'"
batch_005		tests.geo.test_boozersurface	error	collection failure
batch_005	tests.geo.test_boozer_derivatives_jax.TestBoozerDirectCppOracles	test_cpu_ordered_scalar_and_grad_matches_boozer_residual_ds	failure	ImportError: cannot import name '_call_boozer_residual_ds' from 'simsopt.geo.boozersurface' (/tmp/runpod_integration_jax_gpu_chunked_tmp_20260605T043832Z/integration_jax/src/simsopt/geo/boozersurface.py)
batch_005	tests.geo.test_boozer_derivatives_jax.TestBoozerHessianComposed	test_hessian_matches_cpp_boozer_residual_ds2_oracle	failure	ImportError: cannot import name '_call_boozer_residual_ds' from 'simsopt.geo.boozersurface' (/tmp/runpod_integration_jax_gpu_chunked_tmp_20260605T043832Z/integration_jax/src/simsopt/geo/boozersurface.py)
batch_005	tests.geo.test_boozer_derivatives_jax.TestBoozerResidualJacobianComposed	test_jacobian_matches_cpp_dresidual_dc_oracle	failure	ImportError: cannot import name '_call_boozer_residual_ds' from 'simsopt.geo.boozersurface' (/tmp/runpod_integration_jax_gpu_chunked_tmp_20260605T043832Z/integration_jax/src/simsopt/geo/boozersurface.py)
batch_005	tests.geo.test_boozer_residual_jax.TestBoozerResidualParityStress	test_scalar_residual_norm_near_tolerance_floor_matches_cpp_oracle[cpu_parity]	failure	ImportError: cannot import name '_call_boozer_residual' from 'simsopt.geo.boozersurface' (/tmp/runpod_integration_jax_gpu_chunked_tmp_20260605T043832Z/integration_jax/src/simsopt/geo/boozersurface.py)
batch_005	tests.geo.test_boozer_residual_jax.TestBoozerResidualParityStress	test_vector_reduction_near_tolerance_floor_matches_cpp_scalar[cpu_parity]	failure	ImportError: cannot import name '_call_boozer_residual' from 'simsopt.geo.boozersurface' (/tmp/runpod_integration_jax_gpu_chunked_tmp_20260605T043832Z/integration_jax/src/simsopt/geo/boozersurface.py)
batch_005	tests.geo.test_boozer_residual_jax.TestBoozerResidualScalar	test_scalar_matches_cpp_oracle[cpu_parity-False]	failure	ImportError: cannot import name '_call_boozer_residual' from 'simsopt.geo.boozersurface' (/tmp/runpod_integration_jax_gpu_chunked_tmp_20260605T043832Z/integration_jax/src/simsopt/geo/boozersurface.py)
batch_005	tests.geo.test_boozer_residual_jax.TestBoozerResidualScalar	test_scalar_matches_cpp_oracle[cpu_parity-True]	failure	ImportError: cannot import name '_call_boozer_residual' from 'simsopt.geo.boozersurface' (/tmp/runpod_integration_jax_gpu_chunked_tmp_20260605T043832Z/integration_jax/src/simsopt/geo/boozersurface.py)
batch_005	tests.geo.test_boozer_residual_pinned_input_byte_parity	test_canonical_bundle_loads_and_has_required_arrays	error	failed on setup with "AttributeError: 'BoozerSurface' object has no attribute '_boozer_penalty_vectorized_inputs'"
batch_005	tests.geo.test_boozer_residual_pinned_input_byte_parity	test_full_penalty_call_pipeline_runs_with_canonical_inputs	error	failed on setup with "AttributeError: 'BoozerSurface' object has no attribute '_boozer_penalty_vectorized_inputs'"
batch_005	tests.geo.test_boozer_residual_pinned_input_byte_parity	test_full_penalty_gradient_within_drift_ceiling	error	failed on setup with "AttributeError: 'BoozerSurface' object has no attribute '_boozer_penalty_vectorized_inputs'"
batch_005	tests.geo.test_boozer_residual_pinned_input_byte_parity	test_full_penalty_value_within_drift_ceiling	error	failed on setup with "AttributeError: 'BoozerSurface' object has no attribute '_boozer_penalty_vectorized_inputs'"
batch_005	tests.geo.test_boozer_residual_pinned_input_byte_parity	test_residual_call_pipeline_runs_with_canonical_inputs	error	failed on setup with "AttributeError: 'BoozerSurface' object has no attribute '_boozer_penalty_vectorized_inputs'"
batch_005	tests.geo.test_boozer_residual_pinned_input_byte_parity	test_residual_gradient_within_drift_ceiling	error	failed on setup with "AttributeError: 'BoozerSurface' object has no attribute '_boozer_penalty_vectorized_inputs'"
batch_005	tests.geo.test_boozer_residual_pinned_input_byte_parity	test_residual_value_within_drift_ceiling	error	failed on setup with "AttributeError: 'BoozerSurface' object has no attribute '_boozer_penalty_vectorized_inputs'"
batch_005	tests.geo.test_boozersurface_jax.TestBoozerSurfaceJAXClass	test_backend_mutation_does_not_rewrite_dense_linearization_default	failure	AssertionError: assert 'ondevice' == 'scipy'
batch_005	tests.geo.test_boozersurface_jax.TestBoozerSurfaceJAXClass	test_host_scipy_quasi_newton_uses_cpu_ordered_value_grad_without_trace[False-bfgs]	failure	RuntimeError: BoozerSurfaceJAX cannot use optimizer_backend='scipy' on the LS reference solver lane while simsopt backend mode 'jax_gpu_parity' requires optimizer_backend='ondevice'. Select optimizer_backend='ondevice' or switch to the native_cpu reference backend.
batch_005	tests.geo.test_boozersurface_jax.TestBoozerSurfaceJAXClass	test_host_scipy_quasi_newton_uses_cpu_ordered_value_grad_without_trace[True-lbfgs]	failure	RuntimeError: BoozerSurfaceJAX cannot use optimizer_backend='scipy' on the LS reference solver lane while simsopt backend mode 'jax_gpu_parity' requires optimizer_backend='ondevice'. Select optimizer_backend='ondevice' or switch to the native_cpu reference backend.
batch_005	tests.geo.test_boozersurface_jax.TestBoozerSurfaceJAXClass	test_instantiation_defaults_optimizer_backend_from_runtime_contract[None-scipy-quasi-newton]	failure	AssertionError: assert 'ondevice' == 'scipy'
batch_005	tests.geo.test_boozersurface_jax.TestBoozerSurfaceJAXClass	test_jax_least_squares_pytree_hot_path_skips_flattening_adapter	failure	RuntimeError: optimizer_jax.jax_least_squares cannot use the host-side reference least-squares optimizer lane for method='lm' while simsopt backend mode 'jax_gpu_parity' requires an ondevice optimizer method. Select an ondevice optimizer method or switch to the native_cpu reference backend.
batch_005	tests.geo.test_boozersurface_jax.TestBoozerSurfaceJAXClass	test_jax_least_squares_solves_simple_structured_problem	failure	RuntimeError: optimizer_jax.jax_least_squares cannot use the host-side reference least-squares optimizer lane for method='lm' while simsopt backend mode 'jax_gpu_parity' requires an ondevice optimizer method. Select an ondevice optimizer method or switch to the native_cpu reference backend.
batch_005	tests.geo.test_boozersurface_jax.TestBoozerSurfaceJAXClass	test_jax_minimize_adam_solves_simple_structured_problem	failure	RuntimeError: optimizer_jax.jax_minimize cannot use the host-side JAX reference optimizer lane for method='adam' while simsopt backend mode 'jax_gpu_parity' requires an ondevice optimizer method. Select an ondevice optimizer method or switch to the native_cpu reference backend.
batch_005	tests.geo.test_boozersurface_jax.TestBoozerSurfaceJAXClass	test_jax_minimize_adam_supports_explicit_value_and_grad	failure	RuntimeError: optimizer_jax.reference_minimize cannot use the host-side JAX reference optimizer lane for method='adam' while simsopt backend mode 'jax_gpu_parity' requires an ondevice optimizer method. Select an ondevice optimizer method or switch to the native_cpu reference backend.
batch_005	tests.geo.test_boozersurface_jax.TestBoozerSurfaceJAXClass	test_jax_minimize_rejects_removed_hybrid_before_private_package_load	failure	AttributeError: <module 'simsopt_jax.geo.optimizers.optimizer' from '/tmp/runpod_integration_jax_gpu_chunked_tmp_20260605T043832Z/integration_jax/src/simsopt_jax/geo/optimizers/optimizer.py'> has no attribute '_load_private_pkg'
batch_005	tests.geo.test_boozersurface_jax.TestBoozerSurfaceJAXClass	test_lbfgs_public_api_uses_options_default_when_limited_memory_omitted	failure	RuntimeError: BoozerSurfaceJAX cannot use optimizer_backend='scipy' on the LS reference solver lane while simsopt backend mode 'jax_gpu_parity' requires optimizer_backend='ondevice'. Select optimizer_backend='ondevice' or switch to the native_cpu reference backend.
batch_005	tests.geo.test_boozersurface_jax.TestBoozerSurfaceJAXClass	test_newton_polish_returns_stabilized_hessian_when_requested	failure	RuntimeError: newton_polish cannot use host-controlled Newton polish loop while simsopt backend mode 'jax_gpu_parity' has strict=True. Select a JAX-native path or disable strict mode.
batch_005	tests.geo.test_boozersurface_jax.TestBoozerSurfaceJAXClass	test_private_options_rejected_with_scipy_backend	failure	Failed: DID NOT RAISE <class 'ValueError'>
batch_005	tests.geo.test_boozersurface_jax.TestBoozerSurfaceJAXClass	test_public_exact_constraints_newton_nonstellsym_stays_native_without_root	failure	RuntimeError: BoozerSurfaceJAX cannot use host-controlled exact-constraints Newton loop while simsopt backend mode 'jax_gpu_parity' has strict=True. Select a JAX-native path or disable strict mode.
batch_005	tests.geo.test_boozersurface_jax.TestBoozerSurfaceJAXClass	test_public_exact_constraints_newton_nonstellsym_uses_full_jacobian_solve	failure	RuntimeError: BoozerSurfaceJAX cannot use host-controlled exact-constraints Newton loop while simsopt backend mode 'jax_gpu_parity' has strict=True. Select a JAX-native path or disable strict mode.
batch_005	tests.geo.test_boozersurface_jax.TestBoozerSurfaceJAXClass	test_public_exact_constraints_newton_restores_cpu_api[False-False]	failure	RuntimeError: BoozerSurfaceJAX cannot use host-controlled exact-constraints Newton loop while simsopt backend mode 'jax_gpu_parity' has strict=True. Select a JAX-native path or disable strict mode.
batch_005	tests.geo.test_boozersurface_jax.TestBoozerSurfaceJAXClass	test_public_exact_constraints_newton_restores_cpu_api[False-True]	failure	RuntimeError: BoozerSurfaceJAX cannot use host-controlled exact-constraints Newton loop while simsopt backend mode 'jax_gpu_parity' has strict=True. Select a JAX-native path or disable strict mode.
batch_005	tests.geo.test_boozersurface_jax.TestBoozerSurfaceJAXClass	test_public_exact_constraints_newton_restores_cpu_api[True-False]	failure	RuntimeError: BoozerSurfaceJAX cannot use host-controlled exact-constraints Newton loop while simsopt backend mode 'jax_gpu_parity' has strict=True. Select a JAX-native path or disable strict mode.
batch_005	tests.geo.test_boozersurface_jax.TestBoozerSurfaceJAXClass	test_public_exact_constraints_newton_restores_cpu_api[True-True]	failure	RuntimeError: BoozerSurfaceJAX cannot use host-controlled exact-constraints Newton loop while simsopt backend mode 'jax_gpu_parity' has strict=True. Select a JAX-native path or disable strict mode.
batch_005	tests.geo.test_boozersurface_jax.TestBoozerSurfaceJAXClass	test_public_ls_api_accepts_weight_inv_modB_override	failure	RuntimeError: BoozerSurfaceJAX cannot use optimizer_backend='scipy' on the LS reference solver lane while simsopt backend mode 'jax_gpu_parity' requires optimizer_backend='ondevice'. Select optimizer_backend='ondevice' or switch to the native_cpu reference backend.
batch_005	tests.geo.test_boozersurface_jax.TestBoozerSurfaceJAXClass	test_public_manual_ls_api_supports_baseline_demo_sequence	failure	RuntimeError: BoozerSurfaceJAX cannot use optimizer_backend='scipy' on the LS reference solver lane while simsopt backend mode 'jax_gpu_parity' requires optimizer_backend='ondevice'. Select optimizer_backend='ondevice' or switch to the native_cpu reference backend.
batch_005	tests.geo.test_boozersurface_jax.TestBoozerSurfaceJAXClass	test_public_newton_api_routes_without_legacy_vectorize_kwarg	failure	AssertionError: assert 'bfgs-ondevice' == 'bfgs'
batch_005	tests.geo.test_boozersurface_jax.TestBoozerSurfaceJAXClass	test_reference_ls_reuses_cached_scipy_value_and_grad_transform	failure	RuntimeError: BoozerSurfaceJAX cannot use optimizer_backend='scipy' on the LS reference solver lane while simsopt backend mode 'jax_gpu_parity' requires optimizer_backend='ondevice'. Select optimizer_backend='ondevice' or switch to the native_cpu reference backend.
batch_005	tests.geo.test_boozersurface_jax.TestBoozerSurfaceJAXClass	test_reference_minimize_supports_structured_explicit_value_and_grad	failure	RuntimeError: optimizer_jax_reference.reference_minimize cannot use the host-side SciPy reference optimizer lane for method='bfgs' while simsopt backend mode 'jax_gpu_parity' requires an ondevice optimizer method. Select an ondevice optimizer method or switch to the native_cpu reference backend.
batch_005	tests.geo.test_boozersurface_jax.TestBoozerSurfaceJAXClass	test_run_code_emits_newton_progress_updates	failure	assert None is not None
batch_005	tests.geo.test_boozersurface_jax.TestBoozerSurfaceJAXClass	test_run_code_reference_lm_forwards_least_squares_options	failure	RuntimeError: BoozerSurfaceJAX cannot use optimizer_backend='scipy' on the LS reference solver lane while simsopt backend mode 'jax_gpu_parity' requires optimizer_backend='ondevice'. Select optimizer_backend='ondevice' or switch to the native_cpu reference backend.
batch_005	tests.geo.test_boozersurface_jax.TestBoozerSurfaceJAXClass	test_run_code_routes_backend_contract_to_expected_method[scipy-False-bfgs]	failure	RuntimeError: BoozerSurfaceJAX cannot use optimizer_backend='scipy' on the LS reference solver lane while simsopt backend mode 'jax_gpu_parity' requires optimizer_backend='ondevice'. Select optimizer_backend='ondevice' or switch to the native_cpu reference backend.
batch_005	tests.geo.test_boozersurface_jax.TestBoozerSurfaceJAXClass	test_run_code_routes_backend_contract_to_expected_method[scipy-True-lbfgs]	failure	RuntimeError: BoozerSurfaceJAX cannot use optimizer_backend='scipy' on the LS reference solver lane while simsopt backend mode 'jax_gpu_parity' requires optimizer_backend='ondevice'. Select optimizer_backend='ondevice' or switch to the native_cpu reference backend.
batch_005	tests.geo.test_boozersurface_jax.TestBoozerSurfaceJAXClass	test_same_input_same_result_without_res_identity	failure	TypeError: unsupported operand type(s) for -: 'NoneType' and 'NoneType'
batch_005	tests.geo.test_boozersurface_jax.TestBoozerSurfaceJAXClass	test_scipy_bfgs_pre_newton_contract_uses_cpu_call_shape	failure	RuntimeError: BoozerSurfaceJAX cannot use optimizer_backend='scipy' on the LS reference solver lane while simsopt backend mode 'jax_gpu_parity' requires optimizer_backend='ondevice'. Select optimizer_backend='ondevice' or switch to the native_cpu reference backend.
batch_005	tests.geo.test_boozersurface_jax.TestMixedQuadratureBoozer	test_penalty_matches_uniform	failure	assert False
batch_005	tests.geo.test_boozersurface_jax.TestMixedQuadratureBoozer	test_run_code_ls_converges	failure	assert False
batch_005	tests.geo.test_boozersurface_jax.TestNegativeCases	test_extract_grouped_coil_set_spec_rejects_hidden_coils_even_if_spec_capable	failure	AttributeError: 'CurveXYZFourier' object has no attribute 'to_spec'
batch_005	tests.geo.test_boozersurface_jax.TestNewtonPolishBoozer	test_newton_polish_reduces_gradient	failure	RuntimeError: newton_polish cannot use host-controlled Newton polish loop while simsopt backend mode 'jax_gpu_parity' has strict=True. Select a JAX-native path or disable strict mode.
batch_005	tests.geo.test_boozersurface_jax.TestOptimizerAdapter	test_newton_exact_linear_system	failure	RuntimeError: newton_exact cannot use host-controlled exact Newton loop while simsopt backend mode 'jax_gpu_parity' has strict=True. Select a JAX-native path or disable strict mode.
batch_005	tests.geo.test_boozersurface_jax.TestOptimizerAdapter	test_newton_exact_materializes_dense_jacobian_once_at_final_iterate	failure	RuntimeError: newton_exact cannot use host-controlled exact Newton loop while simsopt backend mode 'jax_gpu_parity' has strict=True. Select a JAX-native path or disable strict mode.
batch_005	tests.geo.test_boozersurface_jax.TestOptimizerAdapter	test_newton_exact_skips_dense_jacobian_when_ceiling_is_exceeded	failure	RuntimeError: newton_exact cannot use host-controlled exact Newton loop while simsopt backend mode 'jax_gpu_parity' has strict=True. Select a JAX-native path or disable strict mode.
batch_005	tests.geo.test_boozersurface_jax.TestOptimizerAdapter	test_newton_polish_backtracks_finite_norm_increasing_operator_steps	failure	RuntimeError: newton_polish cannot use host-controlled Newton polish loop while simsopt backend mode 'jax_gpu_parity' has strict=True. Select a JAX-native path or disable strict mode.
batch_005	tests.geo.test_boozersurface_jax.TestOptimizerAdapter	test_newton_polish_backtracks_gradient_increasing_step	failure	RuntimeError: newton_polish cannot use host-controlled Newton polish loop while simsopt backend mode 'jax_gpu_parity' has strict=True. Select a JAX-native path or disable strict mode.
